mineral,year,importer_iso,importer,exporter_iso,exporter,trade_value_usd,net_weight_kg
Manganese,2016,CHN,China,BRA,Brazil,371608070.0,0.0
Manganese,2016,CHN,China,GHA,Ghana,294196738.0,0.0
Manganese,2016,ESP,Spain,ZAF,South Africa,261987135.34,1970831552.0
Manganese,2016,DEU,Germany,CHN,China,258039560.78,155035003.05
Manganese,2016,ESP,Spain,GAB,Gabon,198680324.4,1409280000.0
Manganese,2016,DEU,Germany,NLD,Netherlands,157761127.89,140631208.0
Manganese,2016,KOR,Rep. of Korea,CHN,China,147652396.0,90313868.0
Manganese,2016,RUS,Russian Federation,CHN,China,121922948.34,72952020.0
Manganese,2016,JPN,Japan,ZAF,South Africa,119199044.0,619983802.0
Manganese,2016,IND,India,ZAF,South Africa,117752577.0,929095833.0
Manganese,2016,RUS,Russian Federation,ZAF,South Africa,115181488.22,1035338000.0
Manganese,2016,JPN,Japan,CHN,China,113838118.0,69931504.0
Manganese,2016,ESP,Spain,CHN,China,110849772.96,67778400.0
Manganese,2016,KOR,Rep. of Korea,AUS,Australia,110809245.0,556005345.0
Manganese,2016,CHN,China,MYS,Malaysia,107671682.0,0.0
Manganese,2016,DEU,Germany,GRC,Greece,99830517.1,59210000.0
Manganese,2016,UKR,Ukraine,GHA,Ghana,86871200.84,777834600.0
Manganese,2017,CHN,China,ZAF,South Africa,3289806190.0,18539089870.0
Manganese,2017,CHN,China,AUS,Australia,2080491278.0,8133804260.0
Manganese,2017,CHN,China,GAB,Gabon,947565502.0,4114171188.0
Manganese,2017,CHN,China,BRA,Brazil,754705270.0,3570721700.0
Manganese,2017,CHN,China,GHA,Ghana,422965448.0,3797520000.0
Manganese,2017,IND,India,ZAF,South Africa,417375596.06,18720751280.0
Manganese,2017,DEU,Germany,CHN,China,391269813.73,199112028.0
Manganese,2017,MYS,Malaysia,ZAF,South Africa,316700647.0,1417620284.0
Manganese,2017,NOR,Norway,GAB,Gabon,311108626.62,1041922880.0
Manganese,2017,DEU,Germany,NLD,Netherlands,285981187.42,199380800.0
Manganese,2017,RUS,Russian Federation,ZAF,South Africa,238120576.32,1116731244.0
Manganese,2017,RUS,Russian Federation,CHN,China,236889631.42,113862041.58
Manganese,2017,NOR,Norway,ZAF,South Africa,226803633.63,1018660000.0
Manganese,2017,JPN,Japan,ZAF,South Africa,208631694.54,620222600.0
Manganese,2017,KOR,Rep. of Korea,CHN,China,188572898.0,103816186.5
Manganese,2017,KOR,Rep. of Korea,AUS,Australia,188070433.0,625113940.0
Manganese,2017,CHN,China,MYS,Malaysia,186704758.0,2136080000.0
Manganese,2017,FRA,France,ZAF,South Africa,167113131.96,905896897.47
Manganese,2017,FRA,France,GAB,Gabon,150445368.56,635556280.0
Manganese,2017,JPN,Japan,CHN,China,150328094.32,77688300.0
Manganese,2018,CHN,China,ZAF,South Africa,2307705483.0,11259607630.0
Manganese,2018,CHN,China,AUS,Australia,1573891762.0,5201565031.85
Manganese,2018,RUS,Russian Federation,ZAF,South Africa,833609978.92,3378133030.24
Manganese,2018,CHN,China,GAB,Gabon,704161725.0,2510360200.0
Manganese,2018,RUS,Russian Federation,CHN,China,559585968.6,253063807.4
Manganese,2018,RUS,Russian Federation,GAB,Gabon,447547133.12,1352631600.0
Manganese,2018,CHN,China,BRA,Brazil,415958854.0,1842252200.0
Manganese,2018,DEU,Germany,CHN,China,413342768.57,199847341.74
Manganese,2018,MYS,Malaysia,ZAF,South Africa,409236055.67,1533536272.0
Manganese,2018,CHN,China,GHA,Ghana,380067708.0,3465256600.0
Manganese,2018,IND,India,ZAF,South Africa,379712516.46,1364337889.0
Manganese,2018,NOR,Norway,GAB,Gabon,352557191.95,1073544000.0
Manganese,2018,ESP,Spain,GAB,Gabon,321944814.75,944136000.0
Manganese,2018,MYS,Malaysia,AUS,Australia,303052178.34,953862000.0
Manganese,2018,NOR,Norway,ZAF,South Africa,300070608.61,1047132000.0
Manganese,2018,JPN,Japan,ZAF,South Africa,256485695.98,719960600.0
Manganese,2018,DEU,Germany,NLD,Netherlands,256428623.68,183757504.0
Manganese,2018,FRA,France,GAB,Gabon,237618502.26,0.0
Manganese,2018,KOR,Rep. of Korea,CHN,China,228076329.0,103915471.88
Manganese,2018,KOR,Rep. of Korea,AUS,Australia,222696628.0,631595270.0
Manganese,2019,CHN,China,ZAF,South Africa,2496523365.0,13422415457.0
Manganese,2019,CHN,China,AUS,Australia,1333476259.0,5186879000.0
Manganese,2019,CHN,China,GAB,Gabon,862840284.0,3594459000.0
Manganese,2019,CHN,China,BRA,Brazil,587286449.0,2953945000.0
Manganese,2019,CHN,China,GHA,Ghana,582128511.0,5079149800.0
Manganese,2019,NOR,Norway,GAB,Gabon,371606189.64,1148552000.0
Manganese,2019,MYS,Malaysia,ZAF,South Africa,300518762.05,1337432156.0
Manganese,2019,IND,India,ZAF,South Africa,291643262.83,1387674990.0
Manganese,2019,NOR,Norway,ZAF,South Africa,289160410.17,1203770008.0
Manganese,2019,JPN,Japan,ZAF,South Africa,255275176.47,746293800.0
Manganese,2019,FRA,France,GAB,Gabon,249385641.65,1010188540.0
Manganese,2019,MYS,Malaysia,AUS,Australia,216197869.21,850907980.0
Manganese,2019,FRA,France,ZAF,South Africa,215104171.3,909703300.0
Manganese,2019,ESP,Spain,GAB,Gabon,208957664.34,688696000.0
Manganese,2019,DEU,Germany,CHN,China,205986884.23,104480870.45
Manganese,2019,KOR,Rep. of Korea,CHN,China,188863580.0,101350057.0
Manganese,2019,CHN,China,CIV,Côte d'Ivoire,170136251.0,988083100.0
Manganese,2019,ESP,Spain,ZAF,South Africa,166803799.64,359588400.0
Manganese,2019,KOR,Rep. of Korea,AUS,Australia,161456430.0,568543475.0
Manganese,2019,RUS,Russian Federation,ZAF,South Africa,155737474.75,682363360.12
Manganese,2020,CHN,China,ZAF,South Africa,1966385063.0,13769878253.77
Manganese,2020,CHN,China,AUS,Australia,1013826512.0,5351987000.0
Manganese,2020,CHN,China,GAB,Gabon,866066950.0,4637284000.0
Manganese,2020,CHN,China,BRA,Brazil,463902479.0,2793020000.0
Manganese,2020,DEU,Germany,CHN,China,339056959.0,197109524.8
Manganese,2020,IND,India,ZAF,South Africa,249768914.73,1626135478.26
Manganese,2020,NOR,Norway,GAB,Gabon,231822547.27,982730000.0
Manganese,2020,MYS,Malaysia,ZAF,South Africa,229821661.7,1371350552.0
Manganese,2020,CHN,China,GHA,Ghana,192934111.0,1876280400.0
Manganese,2020,ESP,Spain,ZAF,South Africa,183752019.06,997740077.68
Manganese,2020,CHN,China,CIV,Côte d'Ivoire,173185264.0,1156559770.0
Manganese,2020,IND,India,GAB,Gabon,169040766.13,554906000.0
Manganese,2020,DEU,Germany,NLD,Netherlands,146078244.59,134349064.0
Manganese,2020,KOR,Rep. of Korea,CHN,China,144497866.0,93265907.0
Manganese,2020,JPN,Japan,ZAF,South Africa,144344322.26,531806000.0
Manganese,2020,RUS,Russian Federation,ZAF,South Africa,136628559.58,862374850.36
Manganese,2020,NOR,Norway,ZAF,South Africa,130280513.72,768366000.0
Manganese,2020,FRA,France,GAB,Gabon,116387770.93,610695080.0
Manganese,2020,KOR,Rep. of Korea,AUS,Australia,112691932.0,520044320.0
Manganese,2020,MYS,Malaysia,AUS,Australia,106766207.74,686374000.0
Manganese,2021,CHN,China,ZAF,South Africa,2102688799.0,13954532282.0
Manganese,2021,CHN,China,AUS,Australia,1132792743.0,5419064000.0
Manganese,2021,CHN,China,GAB,Gabon,835041378.0,4181000000.0
Manganese,2021,DEU,Germany,CHN,China,557373588.9,206669124.32
Manganese,2021,KOR,Rep. of Korea,CHN,China,320074494.0,95832527.7
Manganese,2021,DEU,Germany,NLD,Netherlands,299249807.43,187711776.0
Manganese,2021,CHN,China,GHA,Ghana,297128930.0,2479609500.0
Manganese,2021,NOR,Norway,GAB,Gabon,250633983.74,1126307640.0
Manganese,2021,CHN,China,BRA,Brazil,230905467.0,1516408405.0
Manganese,2021,JPN,Japan,CHN,China,222211870.88,67056500.0
Manganese,2021,MYS,Malaysia,ZAF,South Africa,213930693.98,1053082000.0
Manganese,2021,FRA,France,GAB,Gabon,185553811.44,985684167.03
Manganese,2021,BRA,Brazil,CHN,China,180025020.0,58184752.01
Manganese,2021,NOR,Norway,ZAF,South Africa,174366877.84,961084000.0
Manganese,2021,FRA,France,ZAF,South Africa,164300665.47,879559728.0
Manganese,2021,RUS,Russian Federation,CHN,China,156462561.66,52245202.36
Manganese,2021,JPN,Japan,ZAF,South Africa,153169087.08,595785000.0
Manganese,2021,RUS,Russian Federation,ZAF,South Africa,152102151.37,918370890.0
Manganese,2021,KOR,Rep. of Korea,ZAF,South Africa,148382540.0,717853018.73
Manganese,2021,NAM,Namibia,ZAF,South Africa,135911618.43,359517629.32
Manganese,2022,CHN,China,ZAF,South Africa,2486659538.0,14682020000.0
Manganese,2022,CHN,China,GAB,Gabon,1259462710.0,5104609079.0
Manganese,2022,CHN,China,AUS,Australia,1036052520.0,4209111850.0
Manganese,2022,DEU,Germany,CHN,China,993610054.28,235401789.02
Manganese,2022,CHN,China,GHA,Ghana,495927470.0,2706462000.0
Manganese,2022,DEU,Germany,NLD,Netherlands,456552845.3,161632453.76
Manganese,2022,IND,India,ZAF,South Africa,451022834.49,2173215390.0
Manganese,2022,NOR,Norway,GAB,Gabon,328038421.59,1121004400.0
Manganese,2022,FRA,France,GAB,Gabon,317706110.79,1240280484.47
Manganese,2022,MYS,Malaysia,ZAF,South Africa,297653717.67,1168402000.0
Manganese,2022,NOR,Norway,ZAF,South Africa,296705710.13,1381842000.0
Manganese,2022,KOR,Rep. of Korea,CHN,China,273891366.0,66348148.4
Manganese,2022,BRA,Brazil,CHN,China,262000428.0,56285046.07
Manganese,2022,IND,India,GAB,Gabon,257520582.72,1026193460.0
Manganese,2022,JPN,Japan,ZAF,South Africa,213896515.07,553240000.0
Manganese,2022,FRA,France,ZAF,South Africa,191375810.8,812710988.06
Manganese,2022,IND,India,CHN,China,187398551.55,51523430.37
Manganese,2022,JPN,Japan,CHN,China,185435254.31,45103200.0
Manganese,2022,DEU,Germany,SWE,Sweden,182045032.34,44083480.0
Manganese,2022,MYS,Malaysia,AUS,Australia,169612982.05,758620140.0
Manganese,2023,CHN,China,ZAF,South Africa,2057380828.0,14625261000.0
Manganese,2023,IND,India,ZAF,South Africa,1097582552.9,6603189640.0
Manganese,2023,CHN,China,AUS,Australia,1016189349.0,5245455050.0
Manganese,2023,CHN,China,GAB,Gabon,917839876.0,4861161420.0
Manganese,2023,IND,India,GAB,Gabon,644821713.97,3500346280.0
Manganese,2023,CHN,China,GHA,Ghana,483095416.0,3153918000.0
Manganese,2023,DEU,Germany,CHN,China,472414414.83,204303476.09
Manganese,2023,DEU,Germany,NLD,Netherlands,295515980.05,156499808.0
Manganese,2023,NOR,Norway,GAB,Gabon,255923080.44,958802800.0
Manganese,2023,IND,India,CHN,China,216443579.36,98347160.0
Manganese,2023,JPN,Japan,ZAF,South Africa,195124786.22,650349020.0
Manganese,2023,CHN,China,BRA,Brazil,189098657.0,1236355910.0
Manganese,2023,NOR,Norway,ZAF,South Africa,182278622.72,1023958802.0
Manganese,2023,MYS,Malaysia,ZAF,South Africa,171204855.19,812950008.0
Manganese,2023,FRA,France,GAB,Gabon,158376695.37,725070880.8
Manganese,2023,KOR,Rep. of Korea,CHN,China,148709010.0,73606106.02
Manganese,2023,BRA,Brazil,CHN,China,146860976.0,63515164.07
Manganese,2023,MEX,Mexico,USA,USA,127398847.0,356176.0
Manganese,2023,IND,India,AUS,Australia,119434820.09,599636648.0
Manganese,2023,DEU,Germany,ESP,Spain,115550595.07,42686664.0
Manganese,2024,CHN,China,ZAF,South Africa,2294390270.0,15919710006.0
Manganese,2024,CHN,China,GAB,Gabon,837431559.0,4161535700.0
Manganese,2024,CHN,China,GHA,Ghana,534139924.0,4645303000.0
Manganese,2024,DEU,Germany,CHN,China,463477149.57,236089455.58
Manganese,2024,CHN,China,AUS,Australia,411455277.0,2145280400.0
Manganese,2024,NOR,Norway,GAB,Gabon,297553624.19,1023347400.0
Manganese,2024,NOR,Norway,ZAF,South Africa,246861199.69,1270986808.0
Manganese,2024,DEU,Germany,NLD,Netherlands,200159549.71,133012184.0
Manganese,2024,MYS,Malaysia,ZAF,South Africa,185558310.24,664644052.0
Manganese,2024,JPN,Japan,ZAF,South Africa,184359857.7,606290750.0
Manganese,2024,KOR,Rep. of Korea,CHN,China,168708836.0,94011576.1
Manganese,2024,FRA,France,GAB,Gabon,160975427.66,655785202.46
Manganese,2024,BRA,Brazil,CHN,China,147023628.0,73546905.45
Manganese,2024,FRA,France,ZAF,South Africa,129637032.41,558893088.0
Manganese,2024,DEU,Germany,AUT,Austria,124005175.41,34998560.0
Manganese,2024,SVK,Slovakia,GAB,Gabon,119736875.01,486739040.0
Manganese,2024,JPN,Japan,CHN,China,100248933.88,52678180.0
Manganese,2024,DEU,Germany,ESP,Spain,99943039.74,47530880.0
Manganese,2024,CHN,China,BRA,Brazil,98258985.0,638607891.0
Manganese,2024,IDN,Indonesia,ZAF,South Africa,94292162.0,611916568.0
Nickel,2005,NOR,Norway,CAN,Canada,2293364817.45,232799994.0
Nickel,2005,ESP,Spain,AUS,Australia,1293486633.92,86080000.0
Nickel,2005,JPN,Japan,IDN,Indonesia,1018042493.0,2312407623.0
Nickel,2005,USA,USA,CAN,Canada,898286625.0,63282960.0
Nickel,2005,ESP,Spain,RUS,Russian Federation,824864172.33,55761720.0
Nickel,2005,CHN,China,AUS,Australia,692443029.0,164616719.0
Nickel,2005,NOR,Norway,BWA,Botswana,639476193.96,113695724.0
Nickel,2005,GBR,United Kingdom,CAN,Canada,515455157.0,60499348.0
Nickel,2005,DEU,Germany,RUS,Russian Federation,503619000.0,36929520.0
Nickel,2005,ESP,Spain,NLD,Netherlands,438572334.7,31151596.48
Nickel,2005,CHN,China,CAN,Canada,424365574.0,34346789.0
Nickel,2005,CHN,China,RUS,Russian Federation,402307914.0,28786417.0
Nickel,2005,DEU,Germany,GBR,United Kingdom,401091000.0,31056957.0
Nickel,2005,KOR,Rep. of Korea,AUS,Australia,377386578.0,26517876.0
Nickel,2005,USA,USA,RUS,Russian Federation,352235984.0,24355555.0
Nickel,2005,FIN,Finland,RUS,Russian Federation,332824072.0,23806627.0
Nickel,2005,FIN,Finland,AUS,Australia,301413000.0,123516495.0
Nickel,2005,ZAF,South Africa,ZWE,Zimbabwe,298767747.0,70212208.0
Nickel,2005,KOR,Rep. of Korea,JPN,Japan,296697516.0,23756164.0
Nickel,2005,ESP,Spain,CAN,Canada,260213074.35,18473504.0
Nickel,2006,NOR,Norway,CAN,Canada,2830528131.59,211977030.0
Nickel,2006,ESP,Spain,RUS,Russian Federation,2480007242.45,99345368.0
Nickel,2006,JPN,Japan,IDN,Indonesia,1464625073.0,2279375482.0
Nickel,2006,USA,USA,CAN,Canada,1252344257.0,65484615.0
Nickel,2006,CHN,China,AUS,Australia,1197208977.0,165923752.0
Nickel,2006,NOR,Norway,BWA,Botswana,758816240.27,93917716.0
Nickel,2006,ESP,Spain,AUS,Australia,737828365.6,35147440.0
Nickel,2006,DEU,Germany,RUS,Russian Federation,729082000.0,32495000.0
Nickel,2006,FIN,Finland,AUS,Australia,722644098.0,203648088.0
Nickel,2006,GBR,United Kingdom,CAN,Canada,681541081.0,56224414.0
Nickel,2006,USA,USA,RUS,Russian Federation,648081967.0,29238685.0
Nickel,2006,CHN,China,CAN,Canada,645481515.0,40277247.0
Nickel,2006,ESP,Spain,NLD,Netherlands,578854504.1,31562665.36
Nickel,2006,FIN,Finland,RUS,Russian Federation,539750921.0,25691844.0
Nickel,2006,CHN,China,RUS,Russian Federation,486371157.0,21645110.0
Nickel,2006,ZAF,South Africa,ZWE,Zimbabwe,479703768.0,73493433.0
Nickel,2006,DEU,Germany,GBR,United Kingdom,472544000.0,18422641.0
Nickel,2006,KOR,Rep. of Korea,JPN,Japan,463791038.0,23254008.0
Nickel,2006,ITA,Italy,NLD,Netherlands,413194787.79,20577387.0
Nickel,2006,BEL,Belgium,NLD,Netherlands,409733360.0,21553675.0
Nickel,2007,NOR,Norway,CAN,Canada,6034818243.66,252641474.0
Nickel,2007,JPN,Japan,IDN,Indonesia,2548908288.0,2171935897.0
Nickel,2007,CHN,China,AUS,Australia,2420308849.0,197532752.0
Nickel,2007,USA,USA,CAN,Canada,2164015355.0,58851559.0
Nickel,2007,ESP,Spain,RUS,Russian Federation,2080513433.94,53623912.0
Nickel,2007,GBR,United Kingdom,CAN,Canada,1451663218.0,61574186.0
Nickel,2007,CHN,China,CAN,Canada,1379283829.0,45828877.0
Nickel,2007,ESP,Spain,AUS,Australia,1235923434.38,31966960.0
Nickel,2007,FIN,Finland,AUS,Australia,1175923170.0,204907710.0
Nickel,2007,ESP,Spain,NLD,Netherlands,1104101887.92,30209315.71
Nickel,2007,DEU,Germany,RUS,Russian Federation,1091391000.0,27550200.0
Nickel,2007,NOR,Norway,BWA,Botswana,1056304229.95,74351266.0
Nickel,2007,CHN,China,CUB,Cuba,886937916.0,25179000.0
Nickel,2007,DEU,Germany,GBR,United Kingdom,850708000.0,22521900.0
Nickel,2007,CHN,China,IDN,Indonesia,806932894.0,6258963651.0
Nickel,2007,USA,USA,RUS,Russian Federation,806484290.0,21277474.0
Nickel,2007,CHN,China,PHL,Philippines,791344395.0,7953334791.0
Nickel,2007,CHN,China,RUS,Russian Federation,734863679.0,21546016.0
Nickel,2007,ITA,Italy,NLD,Netherlands,730887291.0,19646681.0
Nickel,2007,JPN,Japan,AUS,Australia,688776326.0,23450559.0
Nickel,2008,DEU,Germany,RUS,Russian Federation,4773593738.03,215645576.0
Nickel,2008,NOR,Norway,CAN,Canada,4008866939.01,229365830.0
Nickel,2008,DEU,Germany,GBR,United Kingdom,3365367387.22,143180243.8
Nickel,2008,DEU,Germany,NLD,Netherlands,2491037656.98,106928358.7
Nickel,2008,DEU,Germany,AUT,Austria,1959780602.16,104746688.0
Nickel,2008,DEU,Germany,USA,USA,1772464336.54,50966847.51
Nickel,2008,JPN,Japan,IDN,Indonesia,1693534106.0,2365957636.0
Nickel,2008,DEU,Germany,NOR,Norway,1650160022.88,75941517.99
Nickel,2008,USA,USA,CAN,Canada,1566689010.0,66379582.0
Nickel,2008,CHN,China,AUS,Australia,1503013700.0,275934241.0
Nickel,2008,DEU,Germany,CAN,Canada,1353845313.9,57827032.0
Nickel,2008,ESP,Spain,NLD,Netherlands,1199338438.4,44875176.72
Nickel,2008,NOR,Norway,BWA,Botswana,1187181149.85,117050060.0
Nickel,2008,GBR,United Kingdom,CAN,Canada,1055405158.0,63362007.0
Nickel,2008,ESP,Spain,RUS,Russian Federation,1042443190.01,45080520.0
Nickel,2008,CHN,China,RUS,Russian Federation,1015164564.0,123400188.0
Nickel,2008,CHN,China,CAN,Canada,1006975160.0,51497840.0
Nickel,2008,DEU,Germany,FRA,France,990161837.65,41784374.18
Nickel,2008,ESP,Spain,AUS,Australia,929020875.33,38304000.0
Nickel,2008,CHN,China,IDN,Indonesia,887742302.0,7382012311.0
Nickel,2009,NOR,Norway,CAN,Canada,2164139473.27,205023788.0
Nickel,2009,DEU,Germany,GBR,United Kingdom,1446099097.08,91976066.12
Nickel,2009,DEU,Germany,RUS,Russian Federation,1384451759.39,91712712.64
Nickel,2009,CHN,China,RUS,Russian Federation,1275016907.0,216762348.0
Nickel,2009,CHN,China,AUS,Australia,1271003268.0,309073124.0
Nickel,2009,DEU,Germany,NOR,Norway,1018128709.26,71826220.7
Nickel,2009,DEU,Germany,NLD,Netherlands,920704155.43,65871063.28
Nickel,2009,JPN,Japan,IDN,Indonesia,874864224.0,2225759890.0
Nickel,2009,DEU,Germany,USA,USA,845734453.48,22530194.65
Nickel,2009,CHN,China,CAN,Canada,753616010.0,51590898.0
Nickel,2009,DEU,Germany,FRA,France,743627999.31,42935738.91
Nickel,2009,CHN,China,NOR,Norway,559924619.0,37933852.0
Nickel,2009,CHN,China,IDN,Indonesia,551248176.0,7194312437.0
Nickel,2009,NOR,Norway,BWA,Botswana,547496734.59,91713060.0
Nickel,2009,USA,USA,CAN,Canada,538680883.0,42175130.0
Nickel,2009,DEU,Germany,AUT,Austria,523825315.38,36647517.35
Nickel,2009,DEU,Germany,CAN,Canada,485827030.72,32522257.06
Nickel,2009,ESP,Spain,NLD,Netherlands,363555740.77,23980801.81
Nickel,2009,ESP,Spain,NOR,Norway,354806576.72,22298880.0
Nickel,2009,CHN,China,CUB,Cuba,345043021.0,29387514.0
Nickel,2010,DEU,Germany,RUS,Russian Federation,6924674989.14,322629498.54
Nickel,2010,DEU,Germany,GBR,United Kingdom,2427236692.69,106725356.96
Nickel,2010,CHN,China,AUS,Australia,1730527176.0,291495830.0
Nickel,2010,CHN,China,RUS,Russian Federation,1587842376.0,171993304.0
Nickel,2010,NOR,Norway,CAN,Canada,1554220255.0,99132933.0
Nickel,2010,DEU,Germany,NOR,Norway,1432575352.22,61365248.0
Nickel,2010,ESP,Spain,RUS,Russian Federation,1404989762.88,58342032.0
Nickel,2010,JPN,Japan,IDN,Indonesia,1403454192.0,2483531861.0
Nickel,2010,DEU,Germany,NLD,Netherlands,1307486781.42,66247277.06
Nickel,2010,DEU,Germany,CAN,Canada,1201478128.53,56203784.0
Nickel,2010,DEU,Germany,USA,USA,1011086376.93,33102390.62
Nickel,2010,CHN,China,IDN,Indonesia,969241303.0,12204197467.0
Nickel,2010,DEU,Germany,FRA,France,824254314.28,44669665.83
Nickel,2010,GBR,United Kingdom,CAN,Canada,802823338.0,51093660.0
Nickel,2010,DEU,Germany,AUT,Austria,787956352.22,42801142.6
Nickel,2010,CHN,China,CAN,Canada,760479392.0,37793707.0
Nickel,2010,USA,USA,RUS,Russian Federation,729337645.0,34282593.0
Nickel,2010,ESP,Spain,AUS,Australia,673807249.77,33466744.0
Nickel,2010,CHN,China,PHL,Philippines,559342626.0,12321482081.0
Nickel,2010,USA,USA,NOR,Norway,521927091.0,25438318.0
Nickel,2011,DEU,Germany,RUS,Russian Federation,8510066375.64,367480058.0
Nickel,2011,CHN,China,IDN,Indonesia,2906036784.0,25595764738.0
Nickel,2011,NOR,Norway,CAN,Canada,2696038695.0,149783280.0
Nickel,2011,CHN,China,RUS,Russian Federation,2547940032.0,149818376.0
Nickel,2011,DEU,Germany,GBR,United Kingdom,2356084410.55,93616086.06
Nickel,2011,DEU,Germany,AUT,Austria,2298762099.09,108406273.42
Nickel,2011,CHN,China,AUS,Australia,2102604506.0,360646298.0
Nickel,2011,DEU,Germany,USA,USA,1630833513.67,50968625.57
Nickel,2011,DEU,Germany,NOR,Norway,1590327924.72,66898944.0
Nickel,2011,JPN,Japan,IDN,Indonesia,1489993441.0,2039620525.0
Nickel,2011,CHN,China,PHL,Philippines,1373831949.0,22023095493.0
Nickel,2011,USA,USA,CAN,Canada,1270574239.0,55313775.0
Nickel,2011,GBR,United Kingdom,CAN,Canada,1042424148.0,60955569.0
Nickel,2011,ESP,Spain,AUS,Australia,1037707364.66,43973048.0
Nickel,2011,DEU,Germany,NLD,Netherlands,969853378.37,54225493.58
Nickel,2011,DEU,Germany,FRA,France,921768201.51,40501240.82
Nickel,2011,DEU,Germany,CAN,Canada,904685515.28,39593664.0
Nickel,2011,CHN,China,CAN,Canada,846324479.0,38819136.0
Nickel,2011,ESP,Spain,RUS,Russian Federation,814289689.92,34308632.0
Nickel,2011,ZAF,South Africa,ZWE,Zimbabwe,684334522.58,203756012.0
Nickel,2012,DEU,Germany,RUS,Russian Federation,6054452414.83,323047301.94
Nickel,2012,CHN,China,IDN,Indonesia,3208947755.0,33652660164.0
Nickel,2012,DEU,Germany,GBR,United Kingdom,2475163430.43,128486554.42
Nickel,2012,NOR,Norway,CAN,Canada,1724286533.0,129550471.0
Nickel,2012,CHN,China,PHL,Philippines,1648748028.0,28158574178.0
Nickel,2012,DEU,Germany,USA,USA,1548067116.88,48001598.53
Nickel,2012,CHN,China,AUS,Australia,1463967817.0,467971450.0
Nickel,2012,DEU,Germany,NOR,Norway,1382244165.58,77699027.12
Nickel,2012,CHN,China,RUS,Russian Federation,1329900653.0,142857134.0
Nickel,2012,DEU,Germany,NLD,Netherlands,1155368881.71,147475519.44
Nickel,2012,JPN,Japan,IDN,Indonesia,1118735104.0,2149245488.0
Nickel,2012,USA,USA,CAN,Canada,1079361328.0,60592719.0
Nickel,2012,SVK,Slovakia,E19,"Other Europe, nes",960954787.4,301966.58
Nickel,2012,DEU,Germany,FRA,France,904843124.69,44497311.42
Nickel,2012,ESP,Spain,AUS,Australia,819730598.13,45968000.0
Nickel,2012,GBR,United Kingdom,CAN,Canada,772617849.0,60163031.0
Nickel,2012,DEU,Germany,CAN,Canada,734842071.01,41412120.0
Nickel,2012,DEU,Germany,AUT,Austria,698784407.19,38364852.27
Nickel,2012,ESP,Spain,NLD,Netherlands,637967590.14,34793622.35
Nickel,2012,DEU,Germany,IDN,Indonesia,622286891.36,140581600.0
Nickel,2013,DEU,Germany,RUS,Russian Federation,3548521478.58,225747072.0
Nickel,2013,CHN,China,IDN,Indonesia,3133206048.0,41065187243.0
Nickel,2013,DEU,Germany,GBR,United Kingdom,2514795076.71,142970608.89
Nickel,2013,CHN,China,PHL,Philippines,1539963273.0,29694287290.0
Nickel,2013,NOR,Norway,CAN,Canada,1421103009.0,124298575.0
Nickel,2013,DEU,Germany,USA,USA,1371909560.85,44241575.22
Nickel,2013,CHN,China,AUS,Australia,1226049709.0,418679715.0
Nickel,2013,CHN,China,RUS,Russian Federation,1218320771.0,106091307.0
Nickel,2013,JPN,Japan,IDN,Indonesia,1084369955.0,2604720442.0
Nickel,2013,USA,USA,CAN,Canada,1011669722.0,64624823.0
Nickel,2013,MYS,Malaysia,AUS,Australia,941536618.0,63021763.0
Nickel,2013,DEU,Germany,FRA,France,879078372.6,42666484.65
Nickel,2013,DEU,Germany,NLD,Netherlands,878849267.81,71253653.1
Nickel,2013,DEU,Germany,CAN,Canada,878468634.1,52816161.7
Nickel,2013,DEU,Germany,NOR,Norway,788556881.72,49066616.0
Nickel,2013,ESP,Spain,NLD,Netherlands,663424850.07,40454316.38
Nickel,2013,GBR,United Kingdom,CAN,Canada,640317609.0,63095764.0
Nickel,2013,SGP,Singapore,AUS,Australia,537432550.94,34214826.51
Nickel,2013,SVK,Slovakia,E19,"Other Europe, nes",524100257.06,33117609.18
Nickel,2013,CHN,China,CAN,Canada,485951304.0,34981950.0
Nickel,2014,DEU,Germany,RUS,Russian Federation,3851684973.56,234996755.07
Nickel,2014,CHN,China,PHL,Philippines,2966376267.0,36486917228.0
Nickel,2014,DEU,Germany,GBR,United Kingdom,1799488597.5,99385475.32
Nickel,2014,NOR,Norway,CAN,Canada,1604095591.0,131945011.0
Nickel,2014,CHN,China,RUS,Russian Federation,1282643023.0,75562643.0
Nickel,2014,DEU,Germany,USA,USA,1234147733.35,39414526.57
Nickel,2014,MYS,Malaysia,AUS,Australia,1203157897.0,71488026.0
Nickel,2014,DEU,Germany,NLD,Netherlands,1084952166.61,79914156.54
Nickel,2014,USA,USA,CAN,Canada,1028200268.0,65096714.0
Nickel,2014,JPN,Japan,IDN,Indonesia,1002728555.0,444728190.0
Nickel,2014,CHN,China,AUS,Australia,972500046.0,344973994.0
Nickel,2014,CHN,China,IDN,Indonesia,941795112.0,10659278505.0
Nickel,2014,SGP,Singapore,RUS,Russian Federation,905633914.73,52655951.0
Nickel,2014,DEU,Germany,CAN,Canada,868723827.09,52313800.0
Nickel,2014,JPN,Japan,PHL,Philippines,841968089.0,2690087786.0
Nickel,2014,DEU,Germany,FRA,France,825039193.86,45034420.13
Nickel,2014,DEU,Germany,NOR,Norway,720274860.49,43161916.86
