mineral,year,importer_iso,importer,exporter_iso,exporter,trade_value_usd,net_weight_kg
Nickel,2014,ESP,Spain,NLD,Netherlands,718560385.16,44401364.16
Nickel,2014,GBR,United Kingdom,CAN,Canada,621785265.0,58842328.0
Nickel,2014,SGP,Singapore,AUS,Australia,595572831.6,36649245.65
Nickel,2015,CHN,China,RUS,Russian Federation,4580119628.0,491326010.0
Nickel,2015,CHN,China,PHL,Philippines,3566350538.0,68834388936.0
Nickel,2015,DEU,Germany,RUS,Russian Federation,2431011522.69,197690768.0
Nickel,2015,NOR,Norway,CAN,Canada,2140202802.85,244721730.0
Nickel,2015,DEU,Germany,GBR,United Kingdom,1449922870.62,95853897.31
Nickel,2015,DEU,Germany,USA,USA,1233829664.16,42039635.2
Nickel,2015,CHN,China,AUS,Australia,1174015870.0,620744071.77
Nickel,2015,CHN,China,CAN,Canada,1068536756.0,181296920.0
Nickel,2015,CAN,Canada,USA,USA,1036132748.22,119519368.0
Nickel,2015,DEU,Germany,NLD,Netherlands,1031784961.66,96845930.47
Nickel,2015,MYS,Malaysia,AUS,Australia,783711594.0,67532778.0
Nickel,2015,USA,USA,CAN,Canada,758701398.0,60058082.0
Nickel,2015,ZAF,South Africa,ZWE,Zimbabwe,744556695.95,108774556.0
Nickel,2015,JPN,Japan,PHL,Philippines,743050842.0,2754747513.0
Nickel,2015,DEU,Germany,FRA,France,728500695.14,47448132.54
Nickel,2015,JPN,Japan,IDN,Indonesia,717242138.0,91387099.0
Nickel,2015,DEU,Germany,NOR,Norway,700485343.83,57150373.06
Nickel,2015,GBR,United Kingdom,CAN,Canada,520912272.0,57499192.0
Nickel,2015,DEU,Germany,CAN,Canada,510992455.58,42624845.38
Nickel,2015,CHN,China,USA,USA,489958768.0,104389771.55
Nickel,2016,CHN,China,RUS,Russian Federation,4306685406.0,427369964.01
Nickel,2016,CHN,China,PHL,Philippines,2186271244.0,0.0
Nickel,2016,DEU,Germany,RUS,Russian Federation,2044725939.52,207892899.91
Nickel,2016,DEU,Germany,GBR,United Kingdom,1235655697.62,103653405.87
Nickel,2016,CHN,China,AUS,Australia,1061104876.0,68576930.8
Nickel,2016,DEU,Germany,USA,USA,1032629324.37,32628030.31
Nickel,2016,ZAF,South Africa,ZWE,Zimbabwe,990268765.94,198048184.0
Nickel,2016,CHN,China,CAN,Canada,805925250.0,72855022.48
Nickel,2016,NOR,Norway,CAN,Canada,805745953.0,128292349.0
Nickel,2016,CAN,Canada,USA,USA,803667113.4,141215621.11
Nickel,2016,DEU,Germany,NLD,Netherlands,701960918.34,82792178.08
Nickel,2016,USA,USA,CAN,Canada,665324422.0,66550298.0
Nickel,2016,JPN,Japan,IDN,Indonesia,579666284.0,98152551.0
Nickel,2016,DEU,Germany,FRA,France,498867651.15,42061997.79
Nickel,2016,JPN,Japan,PHL,Philippines,497556202.0,2006396273.0
Nickel,2016,CHN,China,ZAF,South Africa,458261814.0,37059424.61
Nickel,2016,GBR,United Kingdom,CAN,Canada,439428043.0,67784550.0
Nickel,2016,MYS,Malaysia,AUS,Australia,437758985.0,45590367.0
Nickel,2016,DEU,Germany,NOR,Norway,427920864.62,42620968.63
Nickel,2016,CHN,China,USA,USA,423896186.0,12161120.44
Nickel,2017,FIN,Finland,RUS,Russian Federation,4491039843.82,818742240.0
Nickel,2017,DEU,Germany,RUS,Russian Federation,2761717080.3,262058651.4
Nickel,2017,CHN,China,PHL,Philippines,2729896058.0,58183329600.0
Nickel,2017,CHN,China,RUS,Russian Federation,2656161432.0,482612696.05
Nickel,2017,NOR,Norway,CAN,Canada,2250161442.96,245162006.0
Nickel,2017,CHN,China,AUS,Australia,1309696734.0,340110902.0
Nickel,2017,CAN,Canada,USA,USA,1190420235.04,123704526.0
Nickel,2017,DEU,Germany,GBR,United Kingdom,1141001648.57,89140152.66
Nickel,2017,DEU,Germany,USA,USA,1114231577.81,35201812.13
Nickel,2017,DEU,Germany,AUT,Austria,1044764540.78,78252811.37
Nickel,2017,FRA,France,USA,USA,782864600.46,32975684.39
Nickel,2017,CHN,China,PNG,Papua New Guinea,735337070.0,322366920.0
Nickel,2017,CHN,China,NCL,New Caledonia,703094078.0,2098928120.0
Nickel,2017,CHN,China,CAN,Canada,695572614.0,69293394.66
Nickel,2017,JPN,Japan,PHL,Philippines,659839831.53,2156513508.0
Nickel,2017,CHN,China,FIN,Finland,650699878.0,133975920.0
Nickel,2017,CHN,China,ZAF,South Africa,635122180.0,369236390.0
Nickel,2017,JPN,Japan,IDN,Indonesia,631313227.98,96086187.0
Nickel,2017,DEU,Germany,NOR,Norway,631003943.78,59394720.0
Nickel,2017,CHN,China,IDN,Indonesia,599352916.0,7737887928.14
Nickel,2018,FIN,Finland,RUS,Russian Federation,7341748173.45,931369487.06
Nickel,2018,DEU,Germany,RUS,Russian Federation,3598687903.72,271014400.38
Nickel,2018,NOR,Norway,CAN,Canada,3054359102.47,274640768.0
Nickel,2018,DEU,Germany,AUT,Austria,1832410237.93,122350262.71
Nickel,2018,FRA,France,USA,USA,1537450597.98,36394152.98
Nickel,2018,CHN,China,AUS,Australia,1430890682.0,234337586.0
Nickel,2018,DEU,Germany,USA,USA,1407313140.33,39370065.94
Nickel,2018,CHN,China,PHL,Philippines,1362409102.0,30008170000.04
Nickel,2018,CAN,Canada,USA,USA,1263507529.32,169354921.26
Nickel,2018,CHN,China,RUS,Russian Federation,1169176044.0,213641980.6
Nickel,2018,DEU,Germany,GBR,United Kingdom,1163821851.15,72160723.89
Nickel,2018,FIN,Finland,CAN,Canada,1042130363.94,837698576.0
Nickel,2018,CHN,China,IDN,Indonesia,973863300.0,15018924744.0
Nickel,2018,DEU,Germany,FRA,France,924317914.99,51101049.96
Nickel,2018,DEU,Germany,NOR,Norway,875943039.26,62220167.54
Nickel,2018,JPN,Japan,IDN,Indonesia,806048963.07,150919323.0
Nickel,2018,JPN,Japan,PHL,Philippines,775534951.82,1843064645.0
Nickel,2018,FRA,France,NOR,Norway,742308544.19,50541715.48
Nickel,2018,DEU,Germany,FIN,Finland,636966753.2,46654232.0
Nickel,2018,DEU,Germany,NLD,Netherlands,535053881.25,41079026.18
Nickel,2019,NOR,Norway,CAN,Canada,2841335753.48,246971808.0
Nickel,2019,CHN,China,IDN,Indonesia,1939190818.0,23905908330.0
Nickel,2019,FRA,France,USA,USA,1908811897.56,31430016.74
Nickel,2019,DEU,Germany,RUS,Russian Federation,1851329132.77,134747008.32
Nickel,2019,FIN,Finland,RUS,Russian Federation,1799866489.97,0.0
Nickel,2019,CHN,China,PHL,Philippines,1441761575.0,29950262044.0
Nickel,2019,CHN,China,RUS,Russian Federation,1338318014.0,174384756.43
Nickel,2019,CHN,China,AUS,Australia,1233341769.0,284279145.4
Nickel,2019,CAN,Canada,USA,USA,868878110.5,153926677.24
Nickel,2019,DEU,Germany,AUT,Austria,825064399.12,53460473.08
Nickel,2019,JPN,Japan,IDN,Indonesia,778148709.03,141508277.0
Nickel,2019,DEU,Germany,USA,USA,757917108.25,24610398.92
Nickel,2019,JPN,Japan,PHL,Philippines,740276680.22,1808508192.0
Nickel,2019,MEX,Mexico,USA,USA,738311956.0,22110760.31
Nickel,2019,FRA,France,NOR,Norway,686355400.74,49308956.0
Nickel,2019,DEU,Germany,GBR,United Kingdom,560838980.67,35726097.95
Nickel,2019,CHN,China,PNG,Papua New Guinea,550509012.0,233692907.0
Nickel,2019,DEU,Germany,FRA,France,506975105.5,28962836.5
Nickel,2019,MYS,Malaysia,AUS,Australia,503697359.43,91256994.78
Nickel,2019,DEU,Germany,NOR,Norway,481435683.05,33549886.21
Nickel,2020,NOR,Norway,CAN,Canada,3334784581.6,263166852.0
Nickel,2020,DEU,Germany,RUS,Russian Federation,2720179229.51,196665318.06
Nickel,2020,FIN,Finland,RUS,Russian Federation,2149709083.74,232599308.0
Nickel,2020,CHN,China,PHL,Philippines,1751749703.0,32083448134.0
Nickel,2020,DEU,Germany,AUT,Austria,1480794598.81,89178112.19
Nickel,2020,FRA,France,USA,USA,1280447797.31,20717044.21
Nickel,2020,CAN,Canada,USA,USA,1218379500.82,180059020.0
Nickel,2020,DEU,Germany,USA,USA,1144740776.79,49348109.45
Nickel,2020,DEU,Germany,GBR,United Kingdom,1053536600.09,66188988.37
Nickel,2020,DEU,Germany,FRA,France,1026927767.62,60517286.23
Nickel,2020,CHN,China,AUS,Australia,1023178071.0,319519877.49
Nickel,2020,CHN,China,RUS,Russian Federation,884023409.0,186841270.12
Nickel,2020,JPN,Japan,IDN,Indonesia,791110911.7,93309610.0
Nickel,2020,DEU,Germany,NOR,Norway,723355891.52,50123584.0
Nickel,2020,JPN,Japan,PHL,Philippines,628499519.05,745125337.0
Nickel,2020,FRA,France,NOR,Norway,621204211.71,40954208.0
Nickel,2020,CHN,China,NCL,New Caledonia,564044221.0,2806488020.0
Nickel,2020,DEU,Germany,NLD,Netherlands,497540733.69,36650777.42
Nickel,2020,CHN,China,PNG,Papua New Guinea,488209847.0,180780490.0
Nickel,2020,DEU,Germany,CAN,Canada,488106163.38,34023442.59
Nickel,2021,NOR,Norway,CAN,Canada,4562898659.75,265945946.0
Nickel,2021,DEU,Germany,RUS,Russian Federation,3814434667.24,211963514.19
Nickel,2021,CHN,China,AUS,Australia,3392330475.0,339559038.44
Nickel,2021,CHN,China,PHL,Philippines,3003810870.0,39010185287.0
Nickel,2021,FIN,Finland,RUS,Russian Federation,2785081205.81,177242212.0
Nickel,2021,DEU,Germany,AUT,Austria,1602497206.67,94925448.46
Nickel,2021,CAN,Canada,USA,USA,1408792361.73,208891763.6
Nickel,2021,CHN,China,RUS,Russian Federation,1320472339.0,298561887.02
Nickel,2021,DEU,Germany,FRA,France,1293368827.7,70771177.8
Nickel,2021,DEU,Germany,GBR,United Kingdom,1184178287.27,62262674.76
Nickel,2021,DEU,Germany,NOR,Norway,1096128101.9,56850222.05
Nickel,2021,DEU,Germany,USA,USA,954562676.96,26218814.88
Nickel,2021,JPN,Japan,IDN,Indonesia,946155779.11,82262478.0
Nickel,2021,JPN,Japan,PHL,Philippines,869651291.57,1518952009.0
Nickel,2021,DEU,Germany,NLD,Netherlands,832092853.58,46108304.72
Nickel,2021,DEU,Germany,CAN,Canada,671230931.16,38335624.0
Nickel,2021,CHN,China,PNG,Papua New Guinea,646269194.0,129762550.0
Nickel,2021,CHN,China,NCL,New Caledonia,636281682.0,2463140060.0
Nickel,2021,CHN,China,NOR,Norway,634038805.0,35522077.75
Nickel,2021,FRA,France,NOR,Norway,606233851.89,35253082.11
Nickel,2022,DEU,Germany,RUS,Russian Federation,5330561688.6,216989274.56
Nickel,2022,NOR,Norway,CAN,Canada,5259044130.82,233603866.0
Nickel,2022,CHN,China,IDN,Indonesia,4415477204.0,1725987506.0
Nickel,2022,FIN,Finland,RUS,Russian Federation,3667660472.4,213641034.0
Nickel,2022,CHN,China,AUS,Australia,2698954559.0,319042164.94
Nickel,2022,CHN,China,PHL,Philippines,2589401223.0,33227853483.0
Nickel,2022,DEU,Germany,AUT,Austria,2336632346.71,96099269.26
Nickel,2022,CAN,Canada,USA,USA,1988117607.97,273530723.53
Nickel,2022,DEU,Germany,GBR,United Kingdom,1898306679.95,70644818.07
Nickel,2022,DEU,Germany,USA,USA,1785044995.44,44307139.84
Nickel,2022,CHN,China,RUS,Russian Federation,1570082013.0,281390116.05
Nickel,2022,DEU,Germany,NOR,Norway,1525034008.14,58861466.36
Nickel,2022,DEU,Germany,FRA,France,1285356838.78,55641711.88
Nickel,2022,DEU,Germany,NLD,Netherlands,1219324090.92,53569258.02
Nickel,2022,JPN,Japan,IDN,Indonesia,1211020685.77,77972482.0
Nickel,2022,JPN,Japan,PHL,Philippines,1069011268.31,1092478641.0
Nickel,2022,CHN,China,NCL,New Caledonia,895453220.0,2807155970.0
Nickel,2022,FRA,France,USA,USA,883153785.91,20804374.42
Nickel,2022,DEU,Germany,CAN,Canada,791067738.19,33000232.5
Nickel,2022,FRA,France,FIN,Finland,786265348.82,65104216.0
Nickel,2023,CHN,China,IDN,Indonesia,5495228245.0,1406734707.92
Nickel,2023,NOR,Norway,CAN,Canada,3504348620.63,217320532.0
Nickel,2023,DEU,Germany,NOR,Norway,2832692273.98,118959497.99
Nickel,2023,DEU,Germany,FRA,France,2352064266.87,84922832.42
Nickel,2023,CAN,Canada,USA,USA,2297852233.25,472121595.27
Nickel,2023,DEU,Germany,RUS,Russian Federation,2291468790.13,95294392.0
Nickel,2023,FIN,Finland,RUS,Russian Federation,2208224472.26,173268760.0
Nickel,2023,DEU,Germany,AUT,Austria,2125554858.11,83568771.74
Nickel,2023,CHN,China,PHL,Philippines,2043730602.0,15344109824.93
Nickel,2023,DEU,Germany,USA,USA,1806713070.46,40590391.47
Nickel,2023,CHN,China,RUS,Russian Federation,1450428547.0,259348121.64
Nickel,2023,DEU,Germany,GBR,United Kingdom,1374027617.39,52234997.63
Nickel,2023,JPN,Japan,IDN,Indonesia,1345468328.19,94583437.0
Nickel,2023,FRA,France,USA,USA,1247594755.31,25584826.69
Nickel,2023,CHN,China,AUS,Australia,1240652959.0,242671468.04
Nickel,2023,DEU,Germany,AUS,Australia,989996975.47,42098656.0
Nickel,2023,DEU,Germany,ESP,Spain,970527115.33,37227657.1
Nickel,2023,CAN,Canada,FIN,Finland,916412689.13,97601028.0
Nickel,2023,CHN,China,NCL,New Caledonia,880237014.0,3375073008.0
Nickel,2023,DEU,Germany,ITA,Italy,817012239.38,28662311.71
Nickel,2024,CHN,China,IDN,Indonesia,6492348903.0,1537985344.49
Nickel,2024,NOR,Norway,CAN,Canada,2873982097.48,222230390.0
Nickel,2024,DEU,Germany,NOR,Norway,2210669026.14,122575528.0
Nickel,2024,DEU,Germany,AUT,Austria,2155286585.74,94604298.59
Nickel,2024,DEU,Germany,FRA,France,1938514553.88,93489022.36
Nickel,2024,DEU,Germany,USA,USA,1741851846.86,38827314.81
Nickel,2024,CHN,China,PHL,Philippines,1598741400.0,34308491705.0
Nickel,2024,FIN,Finland,RUS,Russian Federation,1333365831.85,164898800.0
Nickel,2024,CHN,China,RUS,Russian Federation,1318184140.0,304066450.62
Nickel,2024,CAN,Canada,USA,USA,1314939799.05,298928547.87
Nickel,2024,FRA,France,USA,USA,1226503968.58,27616100.16
Nickel,2024,DEU,Germany,RUS,Russian Federation,1219192813.07,70224464.0
Nickel,2024,DEU,Germany,GBR,United Kingdom,1136708150.43,56293979.11
Nickel,2024,JPN,Japan,IDN,Indonesia,1061014694.38,99951799.0
Nickel,2024,NAM,Namibia,ZMB,Zambia,954536772.44,352407600.0
Nickel,2024,IDN,Indonesia,PHL,Philippines,891576174.0,20368010498.0
Nickel,2024,FRA,France,NOR,Norway,819532924.75,47146920.0
Nickel,2024,DEU,Germany,ESP,Spain,781913091.77,39550561.17
Nickel,2024,NOR,Norway,FIN,Finland,707121499.09,70320434.0
Nickel,2024,DEU,Germany,AUS,Australia,694066586.9,39957873.63
