mineral,year,flow,country_iso,country,trade_value_usd,net_weight_kg
Cobalt,2010,Export,BEL,Belgium,120777306.48,6368292.34
Cobalt,2010,Export,CHE,Switzerland,955523065.65,197148589.05
Cobalt,2010,Export,CHN,China,939542460.14,39067961.05
Cobalt,2010,Export,FIN,Finland,165740268.38,9611285.49
Cobalt,2010,Export,FRA,France,123511972.24,2222111.6
Cobalt,2010,Export,GBR,United Kingdom,184695778.24,3675837.1
Cobalt,2010,Export,ITA,Italy,73819071.76,989903.37
Cobalt,2010,Export,JPN,Japan,290194736.35,8083099.7
Cobalt,2010,Export,KOR,Rep. of Korea,140208180.69,3890277.16
Cobalt,2010,Export,NLD,Netherlands,236755838.86,5658010.28
Cobalt,2010,Export,NOR,Norway,112530472.0,3350232.91
Cobalt,2010,Export,OTH,Others,678457499.42,15827778.12
Cobalt,2010,Export,S19,"Other Asia, nes",88380833.36,2001621.0
Cobalt,2010,Export,USA,USA,375397428.67,8741048.35
Cobalt,2010,Export,ZAF,South Africa,762340599.79,65766673.14
Cobalt,2010,Export,_X ,"Areas, nes",388163468.9,10397515.2
Cobalt,2010,Import,AUS,Australia,210532984.26,7844099.19
Cobalt,2010,Import,BEL,Belgium,637098352.82,15002455.27
Cobalt,2010,Import,CAN,Canada,311030075.64,8308833.27
Cobalt,2010,Import,CHN,China,423340909.97,11965205.09
Cobalt,2010,Import,COD,Dem. Rep. of the Congo,4529298313.51,417156052.95
Cobalt,2010,Import,DEU,Germany,104048230.19,1614811.03
Cobalt,2010,Import,FIN,Finland,755068943.94,18791013.21
Cobalt,2010,Import,GBR,United Kingdom,354440504.62,8066376.86
Cobalt,2010,Import,JPN,Japan,103378120.96,2759539.42
Cobalt,2010,Import,NLD,Netherlands,99508973.65,3018430.28
Cobalt,2010,Import,NOR,Norway,176653734.53,4080678.0
Cobalt,2010,Import,OTH,Others,490698330.01,37109706.24
Cobalt,2010,Import,RUS,Russian Federation,230836328.76,12298565.6
Cobalt,2010,Import,USA,USA,414821913.0,10673361.34
Cobalt,2010,Import,ZAF,South Africa,101849489.39,16711393.26
Cobalt,2010,Import,ZMB,Zambia,148192426.04,5877100.0
Cobalt,2011,Export,ARE,United Arab Emirates,167809910.29,1519617.9
Cobalt,2011,Export,BEL,Belgium,129536309.09,4451437.51
Cobalt,2011,Export,CHE,Switzerland,587449851.94,95735622.99
Cobalt,2011,Export,CHN,China,522040805.58,31238130.71
Cobalt,2011,Export,FRA,France,158301389.84,2840328.6
Cobalt,2011,Export,GBR,United Kingdom,215217140.21,6004107.82
Cobalt,2011,Export,ITA,Italy,111053222.35,1439355.17
Cobalt,2011,Export,JPN,Japan,290990255.25,7838838.43
Cobalt,2011,Export,KOR,Rep. of Korea,200006898.13,6660795.54
Cobalt,2011,Export,NLD,Netherlands,212313814.64,6006293.88
Cobalt,2011,Export,NOR,Norway,85062695.14,2680918.27
Cobalt,2011,Export,OTH,Others,760534044.95,23355596.23
Cobalt,2011,Export,S19,"Other Asia, nes",83493068.38,2179174.7
Cobalt,2011,Export,USA,USA,372606763.87,10606471.57
Cobalt,2011,Export,ZAF,South Africa,1100688090.61,21603517.52
Cobalt,2011,Export,_X ,"Areas, nes",390548899.0,9589034.0
Cobalt,2011,Import,AUS,Australia,216142288.37,9069514.71
Cobalt,2011,Import,BEL,Belgium,673924779.16,18319006.4
Cobalt,2011,Import,CAN,Canada,404494741.63,13363895.57
Cobalt,2011,Import,CHN,China,425946452.92,12426908.57
Cobalt,2011,Import,COD,Dem. Rep. of the Congo,3709180983.2,408299348.08
Cobalt,2011,Import,DEU,Germany,133956920.39,2278811.12
Cobalt,2011,Import,FIN,Finland,791784914.13,21390882.95
Cobalt,2011,Import,GBR,United Kingdom,399962999.66,10618348.25
Cobalt,2011,Import,JPN,Japan,119197073.5,21266957.54
Cobalt,2011,Import,NLD,Netherlands,78143952.78,2557474.75
Cobalt,2011,Import,NOR,Norway,133778117.1,3484234.8
Cobalt,2011,Import,OTH,Others,489084353.71,38230702.59
Cobalt,2011,Import,RUS,Russian Federation,163150457.05,11551317.8
Cobalt,2011,Import,USA,USA,502109913.99,11046992.42
Cobalt,2011,Import,ZAF,South Africa,196311100.2,44602739.22
Cobalt,2011,Import,ZMB,Zambia,173455378.15,11211838.0
Cobalt,2012,Export,BEL,Belgium,126358046.34,6012514.29
Cobalt,2012,Export,CHE,Switzerland,172555902.13,3445711.36
Cobalt,2012,Export,CHN,China,855666258.3,29158467.0
Cobalt,2012,Export,DEU,Germany,88768915.35,1773824.0
Cobalt,2012,Export,FRA,France,135403105.32,2693389.56
Cobalt,2012,Export,GBR,United Kingdom,170911091.64,4393449.57
Cobalt,2012,Export,ITA,Italy,104823671.22,1469119.04
Cobalt,2012,Export,JPN,Japan,214709795.02,5867351.04
Cobalt,2012,Export,KOR,Rep. of Korea,219974258.16,8443219.37
Cobalt,2012,Export,NLD,Netherlands,216889865.48,7608823.32
Cobalt,2012,Export,NOR,Norway,68629796.47,3153942.61
Cobalt,2012,Export,OTH,Others,652879649.76,22600093.26
Cobalt,2012,Export,S19,"Other Asia, nes",74447627.53,2079987.22
Cobalt,2012,Export,USA,USA,381055015.62,11791115.36
Cobalt,2012,Export,ZAF,South Africa,957294622.91,9229235.5
Cobalt,2012,Export,_X ,"Areas, nes",309433443.0,0.0
Cobalt,2012,Import,AUS,Australia,160171339.51,8255598.49
Cobalt,2012,Import,BEL,Belgium,660925481.93,21040039.32
Cobalt,2012,Import,CAN,Canada,329963329.17,11121724.88
Cobalt,2012,Import,CHN,China,361735380.08,13152595.58
Cobalt,2012,Import,COD,Dem. Rep. of the Congo,3261712048.31,304102868.0
Cobalt,2012,Import,DEU,Germany,159237299.12,3279302.1
Cobalt,2012,Import,FIN,Finland,645545025.46,20623697.12
Cobalt,2012,Import,FRA,France,65057157.63,2364389.68
Cobalt,2012,Import,GBR,United Kingdom,362984849.7,10217414.44
Cobalt,2012,Import,JPN,Japan,101217943.18,3293187.7
Cobalt,2012,Import,NLD,Netherlands,107027303.46,3911049.56
Cobalt,2012,Import,NOR,Norway,95124882.55,3178356.07
Cobalt,2012,Import,OTH,Others,394381498.26,33296779.16
Cobalt,2012,Import,RUS,Russian Federation,101816074.34,2477427.2
Cobalt,2012,Import,USA,USA,485460770.61,9307689.06
Cobalt,2012,Import,ZMB,Zambia,112160358.48,4262722.0
Cobalt,2013,Export,ARE,United Arab Emirates,254413545.84,2343586.92
Cobalt,2013,Export,BEL,Belgium,173628686.14,7850013.33
Cobalt,2013,Export,CHE,Switzerland,97094228.91,670139.43
Cobalt,2013,Export,CHN,China,619045819.38,107063658.98
Cobalt,2013,Export,DEU,Germany,87709361.12,1888591.58
Cobalt,2013,Export,FRA,France,134962621.84,2516649.19
Cobalt,2013,Export,GBR,United Kingdom,214477628.82,6578189.97
Cobalt,2013,Export,ITA,Italy,117053444.72,1856090.38
Cobalt,2013,Export,JPN,Japan,204153237.07,6680971.16
Cobalt,2013,Export,KOR,Rep. of Korea,244714085.84,10113519.0
Cobalt,2013,Export,NLD,Netherlands,220601013.87,9147562.6
Cobalt,2013,Export,OTH,Others,695365366.43,24255955.93
Cobalt,2013,Export,S19,"Other Asia, nes",123083677.78,3393826.59
Cobalt,2013,Export,USA,USA,384274551.8,11209068.13
Cobalt,2013,Export,ZAF,South Africa,1827782379.2,4550111.3
Cobalt,2013,Export,_X ,"Areas, nes",291697617.0,9059599.0
Cobalt,2013,Import,AUS,Australia,141070059.82,7693909.3
Cobalt,2013,Import,BEL,Belgium,631428230.58,21139619.02
Cobalt,2013,Import,CAN,Canada,297089831.43,10463110.84
Cobalt,2013,Import,CHN,China,434767956.75,16836097.69
Cobalt,2013,Import,COD,Dem. Rep. of the Congo,4039781435.28,335783837.0
Cobalt,2013,Import,DEU,Germany,163034279.79,3374217.64
Cobalt,2013,Import,FIN,Finland,753922576.18,25646818.6
Cobalt,2013,Import,FRA,France,75343564.52,1635165.53
Cobalt,2013,Import,GBR,United Kingdom,298272601.87,9081518.97
Cobalt,2013,Import,JPN,Japan,113624452.18,4165350.54
Cobalt,2013,Import,NLD,Netherlands,79003347.22,2636881.07
Cobalt,2013,Import,NOR,Norway,87162632.45,3123126.0
Cobalt,2013,Import,OTH,Others,379987506.51,25955417.08
Cobalt,2013,Import,RUS,Russian Federation,78483804.93,7135180.0
Cobalt,2013,Import,USA,USA,453016470.28,8034125.44
Cobalt,2013,Import,ZMB,Zambia,128615583.58,7721213.0
Cobalt,2014,Export,ARE,United Arab Emirates,772396983.26,6428288.9
Cobalt,2014,Export,BEL,Belgium,237264536.76,11714814.37
Cobalt,2014,Export,CHE,Switzerland,95771209.78,693851.13
Cobalt,2014,Export,CHN,China,178653360.61,7377218.66
Cobalt,2014,Export,FRA,France,157808934.29,2552058.44
Cobalt,2014,Export,GBR,United Kingdom,188893446.83,5411522.63
Cobalt,2014,Export,ITA,Italy,113068600.46,1675079.02
Cobalt,2014,Export,JPN,Japan,186899576.78,56474367.0
Cobalt,2014,Export,KOR,Rep. of Korea,259794446.73,10673624.53
Cobalt,2014,Export,NLD,Netherlands,270910385.67,13373851.36
Cobalt,2014,Export,NOR,Norway,89396949.74,3130718.96
Cobalt,2014,Export,OTH,Others,772596128.73,18953257.64
Cobalt,2014,Export,S19,"Other Asia, nes",153346369.25,4443408.94
Cobalt,2014,Export,USA,USA,417413425.43,12401256.93
Cobalt,2014,Export,ZAF,South Africa,209146778.42,3266513.99
Cobalt,2014,Export,_X ,"Areas, nes",334269367.0,6205804.0
Cobalt,2014,Import,AUS,Australia,140905082.86,5015206.49
Cobalt,2014,Import,BEL,Belgium,591396490.6,16676980.81
Cobalt,2014,Import,CAN,Canada,284716892.2,8943020.24
Cobalt,2014,Import,CHN,China,473197049.26,10522536.52
Cobalt,2014,Import,COD,Dem. Rep. of the Congo,3052225390.04,359727634.0
Cobalt,2014,Import,DEU,Germany,186222387.84,3345218.22
Cobalt,2014,Import,FIN,Finland,763887600.55,22139270.0
Cobalt,2014,Import,GBR,United Kingdom,269021013.31,8477274.39
Cobalt,2014,Import,JPN,Japan,151723760.92,4242412.24
Cobalt,2014,Import,MDG,Madagascar,198446922.12,6545356.0
Cobalt,2014,Import,NLD,Netherlands,107005130.36,3134764.69
Cobalt,2014,Import,NOR,Norway,121384185.45,3884775.73
Cobalt,2014,Import,OTH,Others,464421786.37,29003906.89
Cobalt,2014,Import,RUS,Russian Federation,93890927.24,5640097.43
Cobalt,2014,Import,USA,USA,514943881.82,10934218.24
Cobalt,2014,Import,ZMB,Zambia,124156076.86,5707233.0
Cobalt,2015,Export,ARE,United Arab Emirates,507038793.67,69820746.91
Cobalt,2015,Export,BEL,Belgium,266245742.44,13930837.72
Cobalt,2015,Export,CHE,Switzerland,287312588.71,7740677.58
Cobalt,2015,Export,CHN,China,1773404485.36,604919594.13
Cobalt,2015,Export,FIN,Finland,411728976.58,90288632.69
Cobalt,2015,Export,FRA,France,127132818.43,2547789.46
Cobalt,2015,Export,GBR,United Kingdom,171525886.63,5786208.89
Cobalt,2015,Export,JPN,Japan,259660426.77,8221349.95
Cobalt,2015,Export,KOR,Rep. of Korea,365564541.71,15260976.96
Cobalt,2015,Export,NLD,Netherlands,376666220.01,20180237.67
Cobalt,2015,Export,NOR,Norway,134613685.11,5535629.12
Cobalt,2015,Export,OTH,Others,972128006.35,73073413.0
Cobalt,2015,Export,TZA,United Rep. of Tanzania,1145338268.77,147382971.0
Cobalt,2015,Export,USA,USA,460704621.1,14500910.42
Cobalt,2015,Export,ZAF,South Africa,7147131364.16,928068588.87
Cobalt,2015,Export,ZMB,Zambia,478030618.47,220811558.4
Cobalt,2015,Import,AUS,Australia,182706884.48,9221903.79
Cobalt,2015,Import,BEL,Belgium,663037210.22,24205256.45
Cobalt,2015,Import,CAN,Canada,281619973.21,9367875.32
Cobalt,2015,Import,CHN,China,405806353.78,17376020.21
Cobalt,2015,Import,COD,Dem. Rep. of the Congo,3600475728.84,805946535.65
Cobalt,2015,Import,DEU,Germany,157152220.49,4695847.97
Cobalt,2015,Import,FIN,Finland,634960876.45,21910199.0
Cobalt,2015,Import,GBR,United Kingdom,300012257.81,8961661.04
Cobalt,2015,Import,JPN,Japan,141612150.82,5003078.06
Cobalt,2015,Import,MDG,Madagascar,196636347.67,7442888.0
Cobalt,2015,Import,NLD,Netherlands,119413836.25,4100447.63
Cobalt,2015,Import,NOR,Norway,106199430.06,3492953.46
Cobalt,2015,Import,OTH,Others,549223628.83,40917727.63
Cobalt,2015,Import,USA,USA,591339100.47,11135839.84
Cobalt,2015,Import,ZMB,Zambia,101917107.72,8397598.0
Cobalt,2015,Import,_X ,"Areas, nes",169563225.78,9735.84
Cobalt,2016,Export,ARE,United Arab Emirates,648574404.79,37064079.13
Cobalt,2016,Export,BEL,Belgium,147742711.7,8573410.98
Cobalt,2016,Export,CHE,Switzerland,168259745.05,17242508.73
Cobalt,2016,Export,CHN,China,1447370833.97,443294739.85
Cobalt,2016,Export,FRA,France,143952002.37,2654508.56
Cobalt,2016,Export,GBR,United Kingdom,124912141.99,3007521.39
Cobalt,2016,Export,ITA,Italy,106662914.41,1638095.85
Cobalt,2016,Export,JPN,Japan,226628530.3,7606870.64
Cobalt,2016,Export,KOR,Rep. of Korea,372897724.33,19395540.31
Cobalt,2016,Export,NLD,Netherlands,327486339.92,17716275.29
Cobalt,2016,Export,NOR,Norway,108468977.39,6202391.84
Cobalt,2016,Export,OTH,Others,863653487.15,24404586.73
Cobalt,2016,Export,TZA,United Rep. of Tanzania,480670378.64,114189828.0
Cobalt,2016,Export,USA,USA,405955839.53,12873516.56
Cobalt,2016,Export,ZAF,South Africa,5907098934.2,789072492.68
Cobalt,2016,Export,ZMB,Zambia,415515349.31,277412271.0
Cobalt,2016,Import,AUS,Australia,109743833.65,3923837.79
Cobalt,2016,Import,BEL,Belgium,588435091.14,26387512.49
Cobalt,2016,Import,CAN,Canada,267064779.52,9395390.57
Cobalt,2016,Import,CHN,China,355963143.66,16744532.51
Cobalt,2016,Import,COD,Dem. Rep. of the Congo,3201420287.52,28310899.13
Cobalt,2016,Import,DEU,Germany,174095241.61,2720239.18
Cobalt,2016,Import,FIN,Finland,620388890.73,25297297.44
Cobalt,2016,Import,GBR,United Kingdom,235487229.05,7750565.54
Cobalt,2016,Import,JPN,Japan,162456415.84,4445848.61
Cobalt,2016,Import,MDG,Madagascar,122271164.71,5074254.0
Cobalt,2016,Import,NOR,Norway,111623629.23,4275748.17
Cobalt,2016,Import,OTH,Others,630272301.27,23325937.33
Cobalt,2016,Import,USA,USA,549420991.15,11007932.3
Cobalt,2016,Import,ZAF,South Africa,114649973.32,1442449.29
Cobalt,2016,Import,ZMB,Zambia,161750435.43,2519751.6
Cobalt,2016,Import,_X ,"Areas, nes",177696513.97,11765.17
Cobalt,2017,Export,ARE,United Arab Emirates,2270921215.91,204902435.43
Cobalt,2017,Export,BEL,Belgium,195364381.37,6156549.75
Cobalt,2017,Export,CHN,China,3789298918.92,497517513.49
Cobalt,2017,Export,DEU,Germany,182728569.2,3573911.28
Cobalt,2017,Export,FRA,France,215477385.04,4342110.4
Cobalt,2017,Export,GBR,United Kingdom,231210569.05,4697347.24
Cobalt,2017,Export,JPN,Japan,575221178.59,10403162.14
Cobalt,2017,Export,KOR,Rep. of Korea,600830819.81,38998420.46
Cobalt,2017,Export,NLD,Netherlands,689486349.65,20589000.37
Cobalt,2017,Export,NOR,Norway,286982972.89,5784995.73
Cobalt,2017,Export,OTH,Others,1367089395.81,43749224.91
Cobalt,2017,Export,S19,"Other Asia, nes",171009725.5,3103141.27
Cobalt,2017,Export,TZA,United Rep. of Tanzania,537657646.96,75403582.0
Cobalt,2017,Export,USA,USA,1082239437.75,23173697.54
Cobalt,2017,Export,ZAF,South Africa,15780841526.54,994680744.66
Cobalt,2017,Export,ZMB,Zambia,650536260.31,243201342.4
Cobalt,2017,Import,AUS,Australia,275079034.13,5421147.17
Cobalt,2017,Import,BEL,Belgium,850224022.28,27352877.6
Cobalt,2017,Import,CAN,Canada,517227678.41,10926810.31
Cobalt,2017,Import,CHN,China,732564270.2,18392180.25
Cobalt,2017,Import,COD,Dem. Rep. of the Congo,5827428352.1,826885787.32
Cobalt,2017,Import,DEU,Germany,250255051.32,3544124.59
Cobalt,2017,Import,FIN,Finland,1217225890.25,30528438.04
Cobalt,2017,Import,GBR,United Kingdom,555364692.54,12585400.5
Cobalt,2017,Import,ITA,Italy,510462137.47,13431712.85
Cobalt,2017,Import,JPN,Japan,238500147.64,6011158.64
Cobalt,2017,Import,MDG,Madagascar,234798478.47,4783283.5
Cobalt,2017,Import,NLD,Netherlands,389807942.65,17875512.81
Cobalt,2017,Import,NOR,Norway,262992127.66,5182885.72
Cobalt,2017,Import,OTH,Others,1284175495.81,63827845.3
Cobalt,2017,Import,USA,USA,646370685.24,12555627.45
Cobalt,2017,Import,ZAF,South Africa,223147651.59,8428808.85
Cobalt,2018,Export,ARE,United Arab Emirates,3774131474.54,312076551.02
Cobalt,2018,Export,BEL,Belgium,233741490.05,4154221.17
Cobalt,2018,Export,CHN,China,6908372445.07,542916422.19
Cobalt,2018,Export,DEU,Germany,235345863.83,3704225.1
Cobalt,2018,Export,ESP,Spain,171974123.75,4496487.47
Cobalt,2018,Export,FRA,France,217257209.29,2978443.65
Cobalt,2018,Export,GBR,United Kingdom,274369942.43,4744234.19
Cobalt,2018,Export,ITA,Italy,207456785.11,2887566.11
Cobalt,2018,Export,JPN,Japan,648656399.36,9763902.95
Cobalt,2018,Export,KOR,Rep. of Korea,812758090.49,25172392.56
Cobalt,2018,Export,NLD,Netherlands,1856573189.36,24814280.87
Cobalt,2018,Export,NOR,Norway,607449667.72,18309498.53
Cobalt,2018,Export,OTH,Others,1505006053.79,30411410.48
Cobalt,2018,Export,USA,USA,1107001335.52,16483917.48
Cobalt,2018,Export,ZAF,South Africa,33150578644.52,1515233195.76
Cobalt,2018,Export,ZMB,Zambia,805575935.67,183387628.0
Cobalt,2018,Import,AUS,Australia,310466993.06,3974171.73
Cobalt,2018,Import,AUT,Austria,337190021.52,15198884.1
Cobalt,2018,Import,BEL,Belgium,1120605294.83,16780604.32
Cobalt,2018,Import,CAN,Canada,800512889.74,10978403.65
Cobalt,2018,Import,CHN,China,1358754513.76,23077590.66
Cobalt,2018,Import,COD,Dem. Rep. of the Congo,5694084693.96,462199781.81
Cobalt,2018,Import,DEU,Germany,285424771.64,3845976.52
Cobalt,2018,Import,FIN,Finland,1536961777.41,25057202.2
Cobalt,2018,Import,GBR,United Kingdom,870542687.15,11183365.64
Cobalt,2018,Import,ITA,Italy,539496349.56,10030340.83
Cobalt,2018,Import,JPN,Japan,367480536.36,5922816.31
Cobalt,2018,Import,MDG,Madagascar,265678164.52,3309577.76
Cobalt,2018,Import,NLD,Netherlands,591904937.02,17575672.82
Cobalt,2018,Import,OTH,Others,1451339365.88,37083982.15
Cobalt,2018,Import,RUS,Russian Federation,239728852.82,7900649.03
Cobalt,2018,Import,USA,USA,812876063.05,15271189.65
Cobalt,2019,Export,ARE,United Arab Emirates,1048654114.12,161396513.16
Cobalt,2019,Export,BEL,Belgium,637929304.32,50124762.8
Cobalt,2019,Export,CHN,China,3014176142.9,403602981.21
Cobalt,2019,Export,DEU,Germany,240525120.26,4414775.76
Cobalt,2019,Export,FIN,Finland,2059660498.28,222791437.34
Cobalt,2019,Export,JPN,Japan,412488736.17,9778970.32
Cobalt,2019,Export,KOR,Rep. of Korea,229691534.35,23535747.58
Cobalt,2019,Export,MOZ,Mozambique,426151991.17,43431353.16
Cobalt,2019,Export,NLD,Netherlands,868717783.52,24796439.71
Cobalt,2019,Export,NOR,Norway,242999113.73,10525463.59
Cobalt,2019,Export,OTH,Others,1520212961.61,43417596.1
Cobalt,2019,Export,SGP,Singapore,721132946.19,90207088.2
Cobalt,2019,Export,TZA,United Rep. of Tanzania,248576711.67,34432462.0
Cobalt,2019,Export,USA,USA,1040862790.31,24940844.31
Cobalt,2019,Export,ZAF,South Africa,8673715728.1,869189557.79
Cobalt,2019,Export,ZMB,Zambia,226832980.96,25423851.84
Cobalt,2019,Import,AUS,Australia,129511653.49,4083452.36
Cobalt,2019,Import,BEL,Belgium,568591721.63,15872876.25
Cobalt,2019,Import,CAN,Canada,439800167.91,11342395.33
Cobalt,2019,Import,CHN,China,663308473.79,26152695.5
Cobalt,2019,Import,COD,Dem. Rep. of the Congo,2686530649.53,421088556.41
Cobalt,2019,Import,DEU,Germany,305613523.23,3236265.07
Cobalt,2019,Import,FIN,Finland,697772520.73,19126651.5
Cobalt,2019,Import,GBR,United Kingdom,392399710.5,9709564.52
Cobalt,2019,Import,ITA,Italy,154134473.15,5833706.09
Cobalt,2019,Import,JPN,Japan,166963013.16,4103734.51
Cobalt,2019,Import,MDG,Madagascar,117455227.19,2998145.0
Cobalt,2019,Import,NLD,Netherlands,317896271.31,8480089.61
Cobalt,2019,Import,NOR,Norway,197297878.26,5098728.0
Cobalt,2019,Import,OTH,Others,912424589.76,76587383.64
Cobalt,2019,Import,RUS,Russian Federation,135226409.75,8413026.97
Cobalt,2019,Import,USA,USA,721554793.39,13495199.84
Cobalt,2020,Export,ARE,United Arab Emirates,217850545.45,35724215.38
Cobalt,2020,Export,BEL,Belgium,186741556.52,10455809.96
Cobalt,2020,Export,CHE,Switzerland,194548644.46,9056953.89
Cobalt,2020,Export,CHN,China,2269250293.04,228772891.65
Cobalt,2020,Export,DEU,Germany,179856779.12,3699168.43
Cobalt,2020,Export,FIN,Finland,358566727.18,36060177.51
Cobalt,2020,Export,JPN,Japan,302405617.84,7496008.74
Cobalt,2020,Export,KOR,Rep. of Korea,220465641.24,9886602.78
Cobalt,2020,Export,MOZ,Mozambique,505101641.74,48228072.84
Cobalt,2020,Export,NLD,Netherlands,707237207.56,24944141.11
Cobalt,2020,Export,NOR,Norway,297868281.49,11063222.65
Cobalt,2020,Export,OTH,Others,1539098504.48,40706221.47
Cobalt,2020,Export,SGP,Singapore,319026982.47,45309190.66
Cobalt,2020,Export,USA,USA,814616909.1,20573435.17
Cobalt,2020,Export,ZAF,South Africa,879064408.33,74633768.2
Cobalt,2020,Export,ZMB,Zambia,296041007.92,32254925.76
Cobalt,2020,Import,AUS,Australia,168201040.14,5290846.4
Cobalt,2020,Import,AUT,Austria,141614868.42,4087878.17
Cobalt,2020,Import,BEL,Belgium,555185162.95,16366199.37
Cobalt,2020,Import,CAN,Canada,394634096.1,12247916.62
Cobalt,2020,Import,CHN,China,481377175.64,17959665.35
Cobalt,2020,Import,COD,Dem. Rep. of the Congo,2816644661.09,403167721.27
Cobalt,2020,Import,DEU,Germany,370823627.18,3555802.11
Cobalt,2020,Import,FIN,Finland,696424385.15,22731661.04
Cobalt,2020,Import,GBR,United Kingdom,292201205.96,8207674.27
Cobalt,2020,Import,ITA,Italy,161278718.62,6444346.54
Cobalt,2020,Import,JPN,Japan,171717305.35,5483784.6
Cobalt,2020,Import,NLD,Netherlands,419140677.33,13665351.11
Cobalt,2020,Import,NOR,Norway,149001248.01,3854842.45
Cobalt,2020,Import,OTH,Others,851355633.12,62274353.58
Cobalt,2020,Import,RUS,Russian Federation,133249160.7,11193327.94
Cobalt,2020,Import,USA,USA,710094597.06,95477585.72
Cobalt,2021,Export,ARE,United Arab Emirates,333349159.62,29654419.38
Cobalt,2021,Export,BEL,Belgium,308715702.8,10066386.46
Cobalt,2021,Export,CHN,China,3320652399.52,217442793.83
Cobalt,2021,Export,ESP,Spain,410821111.76,18275837.89
Cobalt,2021,Export,FIN,Finland,410735460.05,28864105.79
Cobalt,2021,Export,GBR,United Kingdom,349684547.32,16456534.57
Cobalt,2021,Export,JPN,Japan,709899931.79,12758528.17
Cobalt,2021,Export,KOR,Rep. of Korea,472832180.71,19177685.62
Cobalt,2021,Export,MOZ,Mozambique,624832903.98,42386492.4
Cobalt,2021,Export,NLD,Netherlands,1018874699.63,23110002.72
Cobalt,2021,Export,NOR,Norway,529158093.21,11524893.86
Cobalt,2021,Export,OTH,Others,2254546561.7,62907291.85
Cobalt,2021,Export,S19,"Other Asia, nes",348971754.9,6477573.81
Cobalt,2021,Export,SGP,Singapore,593336674.06,63821748.15
Cobalt,2021,Export,USA,USA,983192391.23,19496001.97
Cobalt,2021,Export,ZAF,South Africa,1664869860.73,105441862.14
Cobalt,2021,Import,AUS,Australia,244535492.2,5477310.38
Cobalt,2021,Import,AUT,Austria,162098704.1,5198284.34
Cobalt,2021,Import,BEL,Belgium,898908553.52,25055187.11
Cobalt,2021,Import,CAN,Canada,612567409.48,13063482.37
Cobalt,2021,Import,CHN,China,796131797.14,23788820.13
Cobalt,2021,Import,COD,Dem. Rep. of the Congo,5506655640.17,414059739.13
Cobalt,2021,Import,DEU,Germany,400197414.18,5311797.34
Cobalt,2021,Import,FIN,Finland,1009637299.28,27323578.92
Cobalt,2021,Import,GBR,United Kingdom,332591636.05,49792861.65
Cobalt,2021,Import,JPN,Japan,227140060.16,13833125.58
Cobalt,2021,Import,MAR,Morocco,168137601.96,3688884.11
Cobalt,2021,Import,NLD,Netherlands,305028912.84,6991657.01
Cobalt,2021,Import,NOR,Norway,280456444.85,5964415.55
Cobalt,2021,Import,OTH,Others,1053007509.46,47632183.64
Cobalt,2021,Import,TUR,Türkiye,425696363.54,23274962.71
Cobalt,2021,Import,USA,USA,689507826.43,23788496.37
Cobalt,2022,Export,BEL,Belgium,461669815.68,12659104.9
Cobalt,2022,Export,CHN,China,2032706830.58,112274671.28
Cobalt,2022,Export,DEU,Germany,390163410.49,9376353.35
Cobalt,2022,Export,FIN,Finland,665371325.02,51530158.48
Cobalt,2022,Export,FRA,France,316110572.24,6533321.99
Cobalt,2022,Export,GBR,United Kingdom,269027705.42,7753644.6
Cobalt,2022,Export,JPN,Japan,1033879142.06,15305889.76
Cobalt,2022,Export,KOR,Rep. of Korea,382773777.49,8675064.99
Cobalt,2022,Export,NLD,Netherlands,1391510320.83,31657008.07
Cobalt,2022,Export,NOR,Norway,652471081.77,9883998.46
Cobalt,2022,Export,OTH,Others,2374082886.27,56701502.31
Cobalt,2022,Export,S19,"Other Asia, nes",904014568.95,16767348.61
Cobalt,2022,Export,SGP,Singapore,337766842.12,32223613.97
Cobalt,2022,Export,TZA,United Rep. of Tanzania,654638310.64,25991545.0
Cobalt,2022,Export,USA,USA,1263679691.19,19363172.98
Cobalt,2022,Export,ZAF,South Africa,707809784.39,28323348.08
Cobalt,2022,Import,AUS,Australia,397038637.77,8508214.16
Cobalt,2022,Import,BEL,Belgium,827847778.54,17784847.31
Cobalt,2022,Import,CAN,Canada,1018955881.2,16343981.67
Cobalt,2022,Import,CHN,China,919409744.96,20371674.13
Cobalt,2022,Import,COD,Dem. Rep. of the Congo,8507376904.61,508306124.14
Cobalt,2022,Import,DEU,Germany,424486312.24,7067698.14
Cobalt,2022,Import,FIN,Finland,1166518737.06,29172571.06
Cobalt,2022,Import,GBR,United Kingdom,440010116.79,7373587.24
Cobalt,2022,Import,JPN,Japan,375164822.44,6836085.72
Cobalt,2022,Import,MDG,Madagascar,227110786.5,4062258.0
Cobalt,2022,Import,NOR,Norway,307628679.02,4615445.36
Cobalt,2022,Import,OTH,Others,1254113831.85,52211118.5
Cobalt,2022,Import,RUS,Russian Federation,493461267.21,9068586.53
Cobalt,2022,Import,TUR,Türkiye,311873034.54,11596398.92
Cobalt,2022,Import,USA,USA,872098569.54,22433688.2
Cobalt,2022,Import,ZAF,South Africa,299739377.01,14177086.04
Cobalt,2023,Export,CHN,China,3613785847.38,361232001.01
Cobalt,2023,Export,DEU,Germany,312964547.63,5855462.69
Cobalt,2023,Export,FRA,France,294905225.03,6672135.24
Cobalt,2023,Export,GBR,United Kingdom,298146959.27,7240320.56
