mineral,year,flow,country_iso,country,trade_value_usd,net_weight_kg
Copper,2020,Export,THA,Thailand,2753476805.07,468274848.29
Copper,2020,Export,TUR,Türkiye,2901685564.47,465156386.7
Copper,2020,Export,USA,USA,7775960547.51,1325022480.8
Copper,2020,Import,AUS,Australia,9701639277.48,2513465460.23
Copper,2020,Import,BEL,Belgium,4422038616.85,679646137.14
Copper,2020,Import,BGR,Bulgaria,5639485439.04,1338526838.52
Copper,2020,Import,BRA,Brazil,10858834923.42,4835212761.01
Copper,2020,Import,CAN,Canada,6644026347.3,2603508518.7
Copper,2020,Import,CHL,Chile,50051616700.03,20901443496.72
Copper,2020,Import,COD,Dem. Rep. of the Congo,9188842369.59,17705938693.79
Copper,2020,Import,IDN,Indonesia,6434837360.67,2479511473.21
Copper,2020,Import,JPN,Japan,6000495400.69,963214862.49
Copper,2020,Import,KAZ,Kazakhstan,8614549673.26,2345583726.81
Copper,2020,Import,OTH,Others,56182185598.57,20708203169.89
Copper,2020,Import,PER,Peru,20468128011.41,11670979767.15
Copper,2020,Import,POL,Poland,7716951214.39,1224509572.0
Copper,2020,Import,RUS,Russian Federation,12796773479.69,2269052998.0
Copper,2020,Import,SWE,Sweden,5030940737.93,875906644.0
Copper,2020,Import,USA,USA,8765704399.27,4215296561.74
Copper,2021,Export,BGR,Bulgaria,5326548616.75,2336660559.14
Copper,2021,Export,CHE,Switzerland,11624845195.64,1561840093.76
Copper,2021,Export,CHN,China,117423317055.87,35708471755.64
Copper,2021,Export,DEU,Germany,11306639442.22,7932915508.08
Copper,2021,Export,FIN,Finland,4703051059.17,1886624265.82
Copper,2021,Export,IND,India,5546182602.97,1244769692.6
Copper,2021,Export,ITA,Italy,9996491736.84,1064534952.86
Copper,2021,Export,JPN,Japan,14547221625.18,97636933941.37
Copper,2021,Export,KOR,Rep. of Korea,12787109277.8,3008809696.44
Copper,2021,Export,MYS,Malaysia,4340228759.98,846472769.27
Copper,2021,Export,OTH,Others,49080113210.65,48539321770.88
Copper,2021,Export,S19,"Other Asia, nes",6254275075.09,1007072857.61
Copper,2021,Export,SGP,Singapore,4106350178.48,836781913.51
Copper,2021,Export,TUR,Türkiye,4141940498.64,448629903.49
Copper,2021,Export,USA,USA,13047127613.32,1403399738.74
Copper,2021,Export,_X ,"Areas, nes",7807581560.99,2212886100.0
Copper,2021,Import,AUS,Australia,13071931670.26,2835500516.01
Copper,2021,Import,BEL,Belgium,8242480385.4,877844716.55
Copper,2021,Import,BGR,Bulgaria,7752761649.82,1267455681.71
Copper,2021,Import,BRA,Brazil,14119901549.25,4673349679.5
Copper,2021,Import,CAN,Canada,8239847000.97,2306366251.44
Copper,2021,Import,CHL,Chile,69915334284.53,20365755210.38
Copper,2021,Import,COD,Dem. Rep. of the Congo,16478145076.15,3839499019.45
Copper,2021,Import,IDN,Indonesia,14027490529.57,4925204497.0
Copper,2021,Import,JPN,Japan,7865245744.85,868106504.13
Copper,2021,Import,KAZ,Kazakhstan,11834685676.68,2046336486.2
Copper,2021,Import,OTH,Others,76720143107.8,16736901366.1
Copper,2021,Import,PAN,Panama,7437294443.49,3167279625.63
Copper,2021,Import,PER,Peru,29610123364.96,11511802154.07
Copper,2021,Import,POL,Poland,9428071520.6,1021094589.5
Copper,2021,Import,RUS,Russian Federation,19733594126.64,2756593334.85
Copper,2021,Import,USA,USA,10667169090.93,3235473277.37
Copper,2022,Export,BGR,Bulgaria,6930223660.55,3765177773.45
Copper,2022,Export,CHE,Switzerland,9800845566.94,1519144551.19
Copper,2022,Export,CHN,China,107429131479.05,37463086564.65
Copper,2022,Export,DEU,Germany,9169700383.86,7158282123.23
Copper,2022,Export,ESP,Spain,4461167737.16,2078882079.08
Copper,2022,Export,IND,India,5264052699.18,1306157184.42
Copper,2022,Export,ITA,Italy,9823988824.18,1116983266.53
Copper,2022,Export,JPN,Japan,15630256913.55,141386031895.92
Copper,2022,Export,KOR,Rep. of Korea,14204491323.31,3626341155.26
Copper,2022,Export,MYS,Malaysia,5483083156.3,1061643079.42
Copper,2022,Export,OTH,Others,41672100748.86,36764628129.39
Copper,2022,Export,S19,"Other Asia, nes",5458040559.4,1109446290.82
Copper,2022,Export,SGP,Singapore,4268564443.35,667885687.27
Copper,2022,Export,TUR,Türkiye,4620823508.96,567448510.0
Copper,2022,Export,USA,USA,8823769469.83,1000564255.93
Copper,2022,Export,_X ,"Areas, nes",6849866202.01,2151080000.0
Copper,2022,Import,AUS,Australia,14358357335.87,3068664296.05
Copper,2022,Import,BEL,Belgium,9081869565.71,1027305415.47
Copper,2022,Import,BGR,Bulgaria,7272624571.85,886980407.49
Copper,2022,Import,BRA,Brazil,11042622318.68,3906101766.76
Copper,2022,Import,CAN,Canada,6560869523.9,1821037707.34
Copper,2022,Import,CHL,Chile,62799121048.52,17789091978.71
Copper,2022,Import,COD,Dem. Rep. of the Congo,24417867013.31,4777065710.73
Copper,2022,Import,IDN,Indonesia,18622008867.66,5758726126.0
Copper,2022,Import,JPN,Japan,8794136700.3,1034374036.89
Copper,2022,Import,KAZ,Kazakhstan,16450708622.99,3135244500.3
Copper,2022,Import,OTH,Others,74412688355.73,22015564336.56
Copper,2022,Import,PER,Peru,27845687510.52,10871470606.49
Copper,2022,Import,POL,Poland,10026377079.72,1133225814.33
Copper,2022,Import,RUS,Russian Federation,24939378468.61,3525365936.01
Copper,2022,Import,SWE,Sweden,7295207231.39,835300309.6
Copper,2022,Import,USA,USA,7655292731.25,2514615618.07
Copper,2023,Export,BGR,Bulgaria,5251152914.87,2740470426.05
Copper,2023,Export,CHE,Switzerland,8602061059.64,1163008053.67
Copper,2023,Export,CHN,China,113539390916.18,46281433177.0
Copper,2023,Export,DEU,Germany,8879439468.11,1976222704.15
Copper,2023,Export,ESP,Spain,4263116019.92,1643851178.78
Copper,2023,Export,IND,India,6573718982.3,1511200946.15
Copper,2023,Export,ITA,Italy,11404363889.58,1316427557.09
Copper,2023,Export,JPN,Japan,13616265142.75,26248056670.92
Copper,2023,Export,KOR,Rep. of Korea,11550799118.45,3482048321.58
Copper,2023,Export,MYS,Malaysia,3743960842.15,664368925.63
Copper,2023,Export,OTH,Others,40730636718.51,20135137304.05
Copper,2023,Export,S19,"Other Asia, nes",4673733797.03,882923515.35
Copper,2023,Export,SGP,Singapore,5075077049.3,723407721.9
Copper,2023,Export,SWE,Sweden,5297485236.03,1804006198.66
Copper,2023,Export,USA,USA,10051295567.55,1178920900.05
Copper,2023,Export,_X ,"Areas, nes",6127896714.16,1948999670.0
Copper,2023,Import,AUS,Australia,14320044202.36,2896428929.49
Copper,2023,Import,BEL,Belgium,8743268026.2,999969701.9
Copper,2023,Import,BGR,Bulgaria,6690440561.83,990488708.49
Copper,2023,Import,BRA,Brazil,14685139447.4,5242658535.12
Copper,2023,Import,CAN,Canada,5569214989.01,1786631086.7
Copper,2023,Import,CHL,Chile,60015081289.93,17896890222.11
Copper,2023,Import,COD,Dem. Rep. of the Congo,23282114371.13,3441564490.87
Copper,2023,Import,IDN,Indonesia,21847153637.11,6985055364.63
Copper,2023,Import,JPN,Japan,10463090255.87,1297058947.36
Copper,2023,Import,KAZ,Kazakhstan,15565832702.8,3080021680.9
Copper,2023,Import,OTH,Others,70389910020.85,18351623748.92
Copper,2023,Import,PAN,Panama,6077367130.47,2920006864.2
Copper,2023,Import,PER,Peru,32753961165.51,13921702646.8
Copper,2023,Import,POL,Poland,10547066176.1,1213196190.42
Copper,2023,Import,RUS,Russian Federation,18234310555.13,2497882090.54
Copper,2023,Import,USA,USA,6106207020.05,1812246781.62
Copper,2024,Export,BGR,Bulgaria,7522311642.66,3593665215.14
Copper,2024,Export,BRA,Brazil,3917287498.6,423081543.34
Copper,2024,Export,CHN,China,162033897625.38,45920303023.64
Copper,2024,Export,DEU,Germany,9287819911.93,1960618163.72
Copper,2024,Export,ESP,Spain,7966166181.3,3226208320.82
Copper,2024,Export,IND,India,8816724280.17,1957043824.31
Copper,2024,Export,ITA,Italy,14060413909.16,1541044780.71
Copper,2024,Export,JPN,Japan,21295768111.18,6165501026.3
Copper,2024,Export,KOR,Rep. of Korea,12710397426.11,2865192357.46
Copper,2024,Export,MYS,Malaysia,3710949570.2,639542817.1
Copper,2024,Export,OTH,Others,33551132937.62,7352582741.78
Copper,2024,Export,S19,"Other Asia, nes",7229141023.12,1354407537.55
Copper,2024,Export,SWE,Sweden,5538149920.55,1768224599.14
Copper,2024,Export,TUR,Türkiye,6287639798.43,691096143.07
Copper,2024,Export,USA,USA,13426798282.37,1455313048.77
Copper,2024,Export,_X ,"Areas, nes",4651564667.59,1427704000.0
Copper,2024,Import,AUS,Australia,13008836132.41,2586260419.85
Copper,2024,Import,BEL,Belgium,7235796039.93,848605819.86
Copper,2024,Import,BGR,Bulgaria,7950274799.9,1143847682.26
Copper,2024,Import,BRA,Brazil,14758615048.72,4715145686.56
Copper,2024,Import,CAN,Canada,6178115503.96,1901122126.55
Copper,2024,Import,CHL,Chile,73190307253.92,21285391096.23
Copper,2024,Import,COD,Dem. Rep. of the Congo,33047171274.82,4258200165.49
Copper,2024,Import,IDN,Indonesia,19490987519.21,5173298733.58
Copper,2024,Import,JPN,Japan,11074419958.67,1270435221.18
Copper,2024,Import,KAZ,Kazakhstan,17104669600.96,3091814714.0
Copper,2024,Import,OTH,Others,66099655845.68,16508950083.1
Copper,2024,Import,PER,Peru,34791200077.86,13943805651.96
Copper,2024,Import,POL,Poland,9243171370.37,1018400864.58
Copper,2024,Import,RUS,Russian Federation,8857765547.44,1281915969.84
Copper,2024,Import,SRB,Serbia,6835001009.78,1726408873.57
Copper,2024,Import,USA,USA,7092493823.17,1991266152.32
Lithium,2010,Export,AUT,Austria,40769392.88,151375154.64
Lithium,2010,Export,BEL,Belgium,106638071.83,315214339.36
Lithium,2010,Export,CAN,Canada,32008962.0,6769129.3
Lithium,2010,Export,CHE,Switzerland,31730228.13,42770152.49
Lithium,2010,Export,CHN,China,52681247.32,13539342.66
Lithium,2010,Export,DEU,Germany,78847334.58,43958325.49
Lithium,2010,Export,FRA,France,141853587.43,286479738.07
Lithium,2010,Export,GBR,United Kingdom,43567608.26,30513882.46
Lithium,2010,Export,ITA,Italy,73240269.58,37355016.84
Lithium,2010,Export,JPN,Japan,139035179.79,50415044.83
Lithium,2010,Export,KOR,Rep. of Korea,78678232.26,20335769.87
Lithium,2010,Export,NLD,Netherlands,190692402.27,577559189.62
Lithium,2010,Export,OTH,Others,351753607.18,342156662.72
Lithium,2010,Export,RUS,Russian Federation,42497319.06,19851055.05
Lithium,2010,Export,TUR,Türkiye,36505201.45,11475702.81
Lithium,2010,Export,USA,USA,198149828.71,46309038.06
Lithium,2010,Import,ARG,Argentina,78528322.42,19375464.41
Lithium,2010,Import,AUT,Austria,21317815.92,117662391.04
Lithium,2010,Import,BEL,Belgium,120644226.71,178499040.91
Lithium,2010,Import,CHL,Chile,633629307.26,125231802.1
Lithium,2010,Import,CHN,China,183489553.62,133292368.25
Lithium,2010,Import,DEU,Germany,129353889.88,123257663.3
Lithium,2010,Import,ESP,Spain,16119971.35,25535910.08
Lithium,2010,Import,FRA,France,87947014.55,82196390.72
Lithium,2010,Import,GBR,United Kingdom,48925747.7,23945653.86
Lithium,2010,Import,IND,India,71495046.79,26381511.92
Lithium,2010,Import,ITA,Italy,15139006.59,5726488.37
Lithium,2010,Import,JPN,Japan,39750551.86,10223252.78
Lithium,2010,Import,KOR,Rep. of Korea,59150271.0,11652314.08
Lithium,2010,Import,NLD,Netherlands,13795226.53,37971369.58
Lithium,2010,Import,OTH,Others,80131901.44,168457592.03
Lithium,2010,Import,USA,USA,249644666.32,84544277.26
Lithium,2011,Export,AUT,Austria,47959029.48,164242508.25
Lithium,2011,Export,BEL,Belgium,92470469.02,202462782.21
Lithium,2011,Export,CAN,Canada,50360714.36,34055324.89
Lithium,2011,Export,CHN,China,58943446.92,18520408.83
Lithium,2011,Export,DEU,Germany,83223110.67,40754463.77
Lithium,2011,Export,FRA,France,185597075.37,193506796.71
Lithium,2011,Export,GBR,United Kingdom,47276454.6,26129520.38
Lithium,2011,Export,IND,India,45117003.21,32491797.81
Lithium,2011,Export,ITA,Italy,86134020.13,20616466.44
Lithium,2011,Export,JPN,Japan,147330278.42,45485197.98
Lithium,2011,Export,KOR,Rep. of Korea,80236737.02,22936190.47
Lithium,2011,Export,NLD,Netherlands,186223440.0,329777236.7
Lithium,2011,Export,OTH,Others,406773745.52,430651880.54
Lithium,2011,Export,RUS,Russian Federation,59735622.71,25066228.09
Lithium,2011,Export,TUR,Türkiye,45521853.95,12903873.11
Lithium,2011,Export,USA,USA,240452682.45,41817819.19
Lithium,2011,Import,ARG,Argentina,64907635.52,15896527.44
Lithium,2011,Import,AUT,Austria,24883640.18,134305042.57
Lithium,2011,Import,BEL,Belgium,112382117.55,163893910.32
Lithium,2011,Import,CHL,Chile,572425435.42,127694449.0
Lithium,2011,Import,CHN,China,225086183.86,138753454.51
Lithium,2011,Import,DEU,Germany,157972324.94,145905651.58
Lithium,2011,Import,ESP,Spain,18211171.13,29066461.44
Lithium,2011,Import,FRA,France,126014832.55,96866137.69
Lithium,2011,Import,GBR,United Kingdom,70173532.41,14347613.05
Lithium,2011,Import,IND,India,90938260.19,26814276.65
Lithium,2011,Import,JPN,Japan,33099321.22,3683426.42
Lithium,2011,Import,KOR,Rep. of Korea,65094273.25,10126515.0
Lithium,2011,Import,NLD,Netherlands,18357254.73,51024470.42
Lithium,2011,Import,OTH,Others,105968355.09,182506154.02
Lithium,2011,Import,RUS,Russian Federation,20870024.69,6841993.69
Lithium,2011,Import,USA,USA,254716119.69,75216018.96
Lithium,2012,Export,AUT,Austria,28924462.25,122102488.25
Lithium,2012,Export,BEL,Belgium,99570187.29,159851838.1
Lithium,2012,Export,CHE,Switzerland,36546840.43,85212689.56
Lithium,2012,Export,CHN,China,88103894.99,18705893.71
Lithium,2012,Export,DEU,Germany,82263948.73,43120864.52
Lithium,2012,Export,FRA,France,143377179.52,140180330.68
Lithium,2012,Export,GBR,United Kingdom,46181456.49,22704123.86
Lithium,2012,Export,IND,India,32135556.44,18874451.97
Lithium,2012,Export,ITA,Italy,88320230.08,17703829.43
Lithium,2012,Export,JPN,Japan,137476845.54,33390253.1
Lithium,2012,Export,KOR,Rep. of Korea,96207278.34,26060605.87
Lithium,2012,Export,NLD,Netherlands,129324584.1,229485297.6
Lithium,2012,Export,OTH,Others,364048480.62,397607179.42
Lithium,2012,Export,RUS,Russian Federation,46119460.79,23765506.96
Lithium,2012,Export,TUR,Türkiye,58423595.41,12463501.62
Lithium,2012,Export,USA,USA,243633839.82,48511176.31
Lithium,2012,Import,ARG,Argentina,62305990.55,14101387.65
Lithium,2012,Import,AUT,Austria,50517135.43,166054826.71
Lithium,2012,Import,BEL,Belgium,119324533.94,215198882.78
Lithium,2012,Import,CAN,Canada,19276134.45,22739181.41
Lithium,2012,Import,CHL,Chile,679308412.17,150738104.62
Lithium,2012,Import,CHN,China,213779292.4,147191919.88
Lithium,2012,Import,DEU,Germany,143424783.34,145321848.03
Lithium,2012,Import,FRA,France,123638634.62,149936951.6
Lithium,2012,Import,GBR,United Kingdom,63245707.27,16300434.72
Lithium,2012,Import,IND,India,83107179.26,37371321.4
Lithium,2012,Import,JPN,Japan,34913690.3,3439709.45
Lithium,2012,Import,KOR,Rep. of Korea,35307768.65,5841580.0
Lithium,2012,Import,NLD,Netherlands,23923068.89,49983108.89
Lithium,2012,Import,OTH,Others,114538972.87,216593670.09
Lithium,2012,Import,RUS,Russian Federation,43048043.12,5033515.0
Lithium,2012,Import,USA,USA,250424457.46,65255383.47
Lithium,2013,Export,BEL,Belgium,132130550.55,340301087.82
Lithium,2013,Export,CHE,Switzerland,38864213.62,109482105.91
Lithium,2013,Export,CHN,China,97541915.08,17702256.66
Lithium,2013,Export,DEU,Germany,91923947.8,47308756.75
Lithium,2013,Export,ESP,Spain,29085978.38,8698558.01
Lithium,2013,Export,FRA,France,182893048.91,236202389.41
Lithium,2013,Export,GBR,United Kingdom,61647837.57,24281608.5
Lithium,2013,Export,IND,India,46376424.25,23285700.9
Lithium,2013,Export,ITA,Italy,97172414.7,28397610.2
Lithium,2013,Export,JPN,Japan,91068312.77,27110811.85
Lithium,2013,Export,KOR,Rep. of Korea,96235415.51,28181195.6
Lithium,2013,Export,NLD,Netherlands,204616987.26,489705900.62
Lithium,2013,Export,OTH,Others,363047659.73,444831790.1
Lithium,2013,Export,RUS,Russian Federation,51810974.4,23645862.38
Lithium,2013,Export,TUR,Türkiye,74837712.64,14960519.46
Lithium,2013,Export,USA,USA,209656954.86,47098786.81
Lithium,2013,Import,ARG,Argentina,70477375.34,14746246.89
Lithium,2013,Import,AUT,Austria,21510374.9,156018085.0
Lithium,2013,Import,BEL,Belgium,138062538.35,320884701.66
Lithium,2013,Import,CHL,Chile,480644606.93,90716805.98
Lithium,2013,Import,CHN,China,205248878.25,152296888.62
Lithium,2013,Import,DEU,Germany,166782291.65,146085483.77
Lithium,2013,Import,ESP,Spain,23612888.07,31823006.43
Lithium,2013,Import,FRA,France,176104922.57,192982603.87
Lithium,2013,Import,GBR,United Kingdom,103854037.73,33076268.56
Lithium,2013,Import,IND,India,80860321.38,39296847.93
Lithium,2013,Import,JPN,Japan,34295061.71,4128984.27
Lithium,2013,Import,KOR,Rep. of Korea,50944205.36,8736773.18
Lithium,2013,Import,NLD,Netherlands,37379323.43,111311051.17
Lithium,2013,Import,OTH,Others,126052738.29,265715643.3
Lithium,2013,Import,RUS,Russian Federation,43585112.98,6709477.96
Lithium,2013,Import,USA,USA,158367834.77,45165236.22
Lithium,2014,Export,BEL,Belgium,129541048.54,365928608.45
Lithium,2014,Export,CAN,Canada,43696094.56,8458214.1
Lithium,2014,Export,CHE,Switzerland,53308502.49,132639626.88
Lithium,2014,Export,CHN,China,179660837.76,33620047.14
Lithium,2014,Export,DEU,Germany,96069673.62,50817104.01
Lithium,2014,Export,FRA,France,172715863.39,218200604.4
Lithium,2014,Export,GBR,United Kingdom,47662687.88,26051951.81
Lithium,2014,Export,IND,India,68498394.85,32830886.83
Lithium,2014,Export,ITA,Italy,136814243.75,66462656.62
Lithium,2014,Export,JPN,Japan,162564155.93,45377347.0
Lithium,2014,Export,KOR,Rep. of Korea,106588153.22,25423649.1
Lithium,2014,Export,NLD,Netherlands,179348111.0,535637541.5
Lithium,2014,Export,OTH,Others,374933603.28,490521928.41
Lithium,2014,Export,RUS,Russian Federation,55386101.04,25492300.8
Lithium,2014,Export,TUR,Türkiye,85186722.1,17549917.32
Lithium,2014,Export,USA,USA,201411012.56,40838154.4
Lithium,2014,Import,ARG,Argentina,99670758.83,20415974.46
Lithium,2014,Import,BEL,Belgium,113690838.44,269420528.16
Lithium,2014,Import,CHL,Chile,475089871.07,92147410.96
Lithium,2014,Import,CHN,China,220430680.03,151470063.31
Lithium,2014,Import,DEU,Germany,177783192.99,164316546.19
Lithium,2014,Import,ESP,Spain,29927683.49,34492140.44
Lithium,2014,Import,FRA,France,180684544.96,185958557.72
Lithium,2014,Import,GBR,United Kingdom,101955280.4,37021768.24
Lithium,2014,Import,IND,India,92242912.56,47530935.02
Lithium,2014,Import,ITA,Italy,24150724.19,18336567.72
Lithium,2014,Import,JPN,Japan,31731097.71,3668990.49
Lithium,2014,Import,KOR,Rep. of Korea,46120901.5,9223229.99
Lithium,2014,Import,NLD,Netherlands,30496901.21,105130197.57
Lithium,2014,Import,OTH,Others,130596840.07,339424424.53
Lithium,2014,Import,RUS,Russian Federation,33905214.26,7356800.2
Lithium,2014,Import,USA,USA,185029973.27,59843402.25
Lithium,2015,Export,BEL,Belgium,122883306.28,399677069.9
Lithium,2015,Export,CHE,Switzerland,45979187.09,116426174.88
Lithium,2015,Export,CHN,China,101198488.72,17534997.21
Lithium,2015,Export,DEU,Germany,93347053.97,51777387.45
Lithium,2015,Export,FRA,France,153839796.03,256354312.34
Lithium,2015,Export,GBR,United Kingdom,46263235.83,26407807.92
Lithium,2015,Export,IND,India,64848731.02,20701608.75
Lithium,2015,Export,ITA,Italy,68729154.57,13897594.98
Lithium,2015,Export,JPN,Japan,218243988.6,75963596.97
Lithium,2015,Export,KOR,Rep. of Korea,158008695.34,42786031.81
Lithium,2015,Export,NLD,Netherlands,119009354.63,504087240.26
Lithium,2015,Export,OTH,Others,368249458.58,543670201.09
Lithium,2015,Export,RUS,Russian Federation,39155340.79,22504676.58
Lithium,2015,Export,S19,"Other Asia, nes",38084755.11,12300609.54
Lithium,2015,Export,TUR,Türkiye,62327653.13,14084324.48
Lithium,2015,Export,USA,USA,184946476.71,52989050.94
Lithium,2015,Import,ARG,Argentina,135028878.38,26638306.73
Lithium,2015,Import,BEL,Belgium,136632040.43,265286387.01
Lithium,2015,Import,CHL,Chile,606736115.82,115020777.1
Lithium,2015,Import,CHN,China,285052249.41,221982581.23
Lithium,2015,Import,DEU,Germany,157069769.14,175514554.8
Lithium,2015,Import,ESP,Spain,30003880.51,54576414.24
Lithium,2015,Import,FRA,France,136112263.1,185525094.34
Lithium,2015,Import,GBR,United Kingdom,86779955.57,34480432.18
Lithium,2015,Import,IND,India,78464143.8,60737449.98
Lithium,2015,Import,ITA,Italy,23552411.21,25501017.2
Lithium,2015,Import,JPN,Japan,32797122.1,3691705.44
Lithium,2015,Import,KOR,Rep. of Korea,41900335.44,8019411.79
Lithium,2015,Import,OTH,Others,142751052.81,456249926.25
Lithium,2015,Import,RUS,Russian Federation,37918818.79,16045045.33
Lithium,2015,Import,S19,"Other Asia, nes",18901329.14,26195990.05
Lithium,2015,Import,USA,USA,215893952.87,68642358.58
Lithium,2016,Export,BEL,Belgium,277425877.01,473704471.52
Lithium,2016,Export,CHE,Switzerland,46794751.2,128777739.66
Lithium,2016,Export,CHN,China,198801675.04,23756797.09
Lithium,2016,Export,DEU,Germany,120411589.03,52891990.82
Lithium,2016,Export,FRA,France,157203254.25,308199762.52
Lithium,2016,Export,GBR,United Kingdom,51078831.67,35179466.65
Lithium,2016,Export,IND,India,79743128.81,17097536.41
Lithium,2016,Export,ITA,Italy,90177892.07,17116826.67
Lithium,2016,Export,JPN,Japan,376573030.93,40265710.6
Lithium,2016,Export,KOR,Rep. of Korea,311369512.08,31308729.84
Lithium,2016,Export,NLD,Netherlands,122381744.05,575311994.72
Lithium,2016,Export,OTH,Others,454173812.55,543889078.79
Lithium,2016,Export,RUS,Russian Federation,56285328.26,10089641.33
Lithium,2016,Export,S19,"Other Asia, nes",48517532.56,3637587.83
Lithium,2016,Export,TUR,Türkiye,66729087.94,11822465.3
Lithium,2016,Export,USA,USA,185837042.9,56113273.91
Lithium,2016,Import,ARG,Argentina,306912121.81,34952435.37
Lithium,2016,Import,BEL,Belgium,187290498.27,291937239.21
Lithium,2016,Import,CHL,Chile,1027393755.74,144359074.94
Lithium,2016,Import,CHN,China,400845436.16,201469070.56
Lithium,2016,Import,DEU,Germany,171610205.94,170306456.23
Lithium,2016,Import,ESP,Spain,36203232.47,60032037.06
Lithium,2016,Import,FRA,France,150765530.17,191657308.63
Lithium,2016,Import,GBR,United Kingdom,95243946.03,37677766.3
Lithium,2016,Import,IND,India,77537272.12,62104680.2
Lithium,2016,Import,ITA,Italy,20183303.33,23030467.47
Lithium,2016,Import,JPN,Japan,62388491.55,7300138.03
Lithium,2016,Import,KOR,Rep. of Korea,45701613.99,8905344.35
Lithium,2016,Import,NLD,Netherlands,44258009.28,136144556.1
Lithium,2016,Import,OTH,Others,162328722.07,443646811.14
Lithium,2016,Import,RUS,Russian Federation,66393906.06,17180818.06
Lithium,2016,Import,USA,USA,201369942.58,106032928.58
Lithium,2017,Export,AUT,Austria,56648299.74,54705006.98
Lithium,2017,Export,BEL,Belgium,308959515.38,436799772.99
Lithium,2017,Export,CHN,China,343233544.03,37842466.08
Lithium,2017,Export,DEU,Germany,197331658.54,74230611.37
Lithium,2017,Export,ESP,Spain,64918103.09,33560597.43
Lithium,2017,Export,FRA,France,241668669.91,439302768.71
Lithium,2017,Export,GBR,United Kingdom,78105744.81,70089916.64
Lithium,2017,Export,IND,India,84136958.34,29457823.66
Lithium,2017,Export,ITA,Italy,121493174.22,18721487.45
Lithium,2017,Export,JPN,Japan,655889601.44,106739733.82
Lithium,2017,Export,KOR,Rep. of Korea,448352766.45,50428309.34
Lithium,2017,Export,NLD,Netherlands,122281318.02,625434887.18
Lithium,2017,Export,OTH,Others,578390315.67,809213716.16
Lithium,2017,Export,RUS,Russian Federation,114849586.47,27607767.87
Lithium,2017,Export,TUR,Türkiye,86299363.96,13859178.67
Lithium,2017,Export,USA,USA,237401379.59,73345610.25
Lithium,2017,Import,ARG,Argentina,446419612.61,51646442.06
Lithium,2017,Import,AUT,Austria,26682959.5,158599307.29
Lithium,2017,Import,BEL,Belgium,376947675.11,431909237.18
Lithium,2017,Import,CHL,Chile,1367342069.99,126413040.45
Lithium,2017,Import,CHN,China,580048526.73,180506892.46
Lithium,2017,Import,DEU,Germany,271468539.32,227564183.61
Lithium,2017,Import,ESP,Spain,51924356.53,104187149.58
Lithium,2017,Import,FRA,France,177005408.46,187633486.13
Lithium,2017,Import,GBR,United Kingdom,150638911.51,45506404.23
Lithium,2017,Import,IND,India,80778907.03,53782595.47
Lithium,2017,Import,JPN,Japan,66997598.5,7287730.2
Lithium,2017,Import,KOR,Rep. of Korea,106986954.08,12895522.28
Lithium,2017,Import,NLD,Netherlands,68538018.3,189581041.96
Lithium,2017,Import,OTH,Others,225315931.49,533429099.08
Lithium,2017,Import,RUS,Russian Federation,97205245.26,11619611.2
Lithium,2017,Import,USA,USA,274702449.64,119025319.91
Lithium,2018,Export,AUT,Austria,64268411.24,95803626.67
Lithium,2018,Export,BEL,Belgium,438824361.16,484594629.26
Lithium,2018,Export,CHN,China,313307371.45,207336289.76
Lithium,2018,Export,DEU,Germany,288234986.64,79671559.37
Lithium,2018,Export,ESP,Spain,64891110.08,25890035.97
Lithium,2018,Export,FRA,France,293211510.89,427331796.33
Lithium,2018,Export,GBR,United Kingdom,85717759.96,38251585.08
Lithium,2018,Export,IND,India,85161158.91,18062212.95
Lithium,2018,Export,ITA,Italy,123115023.61,16599740.21
Lithium,2018,Export,JPN,Japan,610368721.34,72401379.5
Lithium,2018,Export,KOR,Rep. of Korea,697204041.89,57610686.08
Lithium,2018,Export,NLD,Netherlands,138118073.36,645870632.24
Lithium,2018,Export,OTH,Others,543913434.39,729621022.65
Lithium,2018,Export,RUS,Russian Federation,152767439.77,27355098.01
Lithium,2018,Export,TUR,Türkiye,135876096.02,14724348.08
Lithium,2018,Export,USA,USA,213143546.93,59426010.88
Lithium,2018,Import,ARG,Argentina,501807009.1,43066697.63
Lithium,2018,Import,BEL,Belgium,463822800.29,440123767.7
Lithium,2018,Import,CHL,Chile,1527235719.78,123979534.15
Lithium,2018,Import,CHN,China,883079447.99,216966403.63
Lithium,2018,Import,DEU,Germany,346185125.82,167520128.72
Lithium,2018,Import,ESP,Spain,74986613.75,78720623.49
Lithium,2018,Import,FRA,France,218199514.58,204144163.21
Lithium,2018,Import,GBR,United Kingdom,208526694.22,44453279.12
Lithium,2018,Import,IND,India,88083593.26,55237291.55
Lithium,2018,Import,ITA,Italy,39618279.25,21858920.74
Lithium,2018,Import,JPN,Japan,38094059.79,6514623.42
Lithium,2018,Import,KOR,Rep. of Korea,109803929.21,11622988.13
Lithium,2018,Import,NLD,Netherlands,90621370.42,111443003.5
Lithium,2018,Import,OTH,Others,240617342.91,576867924.79
Lithium,2018,Import,RUS,Russian Federation,93270305.63,14195467.43
Lithium,2018,Import,USA,USA,281237227.17,111903364.48
Lithium,2019,Export,BEL,Belgium,269395283.01,265606011.06
Lithium,2019,Export,CHE,Switzerland,37452062.64,121018960.48
